"Step","RoboPianist-repertoire-150-ClairDeLune-v0__42__1700132086 - train/return","RoboPianist-repertoire-150-ClairDeLune-v0__42__1700132086 - train/return__MIN","RoboPianist-repertoire-150-ClairDeLune-v0__42__1700132086 - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700110699.5470524--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700110699.5470524--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1700110699.5470524--baseline-no-dropQ - train/return__MAX","RoboPianist-repertoire-150-ClairDeLune-v0__200__1700083683 - train/return","RoboPianist-repertoire-150-ClairDeLune-v0__200__1700083683 - train/return__MIN","RoboPianist-repertoire-150-ClairDeLune-v0__200__1700083683 - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1700078080.3285866--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1700078080.3285866--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1700078080.3285866--baseline-no-dropQ - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1700044940.2427297--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1700044940.2427297--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-88-1700044940.2427297--baseline-no-dropQ - train/return__MAX","RoboPianist-repertoire-150-ClairDeLune-v0__88__1700035725 - train/return","RoboPianist-repertoire-150-ClairDeLune-v0__88__1700035725 - train/return__MIN","RoboPianist-repertoire-150-ClairDeLune-v0__88__1700035725 - train/return__MAX","sacsag-ClairDeLune-seed-42-1699797185.745583--relu-lr5e-4-three-head-clip - train/return","sacsag-ClairDeLune-seed-42-1699797185.745583--relu-lr5e-4-three-head-clip - train/return__MIN","sacsag-ClairDeLune-seed-42-1699797185.745583--relu-lr5e-4-three-head-clip - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699795662.5193653--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699795662.5193653--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699795662.5193653--relu-lr5e-4-one-head-no-clip - train/return__MAX","sacsag-ClairDeLune-seed-200-1699760180.3936944--relu-lr5e-4-three-head-clip - train/return","sacsag-ClairDeLune-seed-200-1699760180.3936944--relu-lr5e-4-three-head-clip - train/return__MIN","sacsag-ClairDeLune-seed-200-1699760180.3936944--relu-lr5e-4-three-head-clip - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1699759930.4567697--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1699759930.4567697--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-200-1699759930.4567697--relu-lr5e-4-one-head-no-clip - train/return__MAX"
"817532","","","","1754.4018503326672","1754.4018503326672","1754.4018503326672","1191.1416414441458","1191.1416414441458","1191.1416414441458","1508.7586053799305","1508.7586053799305","1508.7586053799305","1740.5466747584173","1740.5466747584173","1740.5466747584173","1204.2632771646713","1204.2632771646713","1204.2632771646713","1816.624549875454","1816.624549875454","1816.624549875454","1837.4137569610166","1837.4137569610166","1837.4137569610166","1804.7597443374732","1804.7597443374732","1804.7597443374732","1815.9639702834747","1815.9639702834747","1815.9639702834747"
"818121","","","","1775.6452421916417","1775.6452421916417","1775.6452421916417","1170.950109703321","1170.950109703321","1170.950109703321","1489.6170936950064","1489.6170936950064","1489.6170936950064","1758.337820410982","1758.337820410982","1758.337820410982","1204.758850445552","1204.758850445552","1204.758850445552","1807.7802464447354","1807.7802464447354","1807.7802464447354","1829.0361467797693","1829.0361467797693","1829.0361467797693","1806.7815289681223","1806.7815289681223","1806.7815289681223","1818.9358580635164","1818.9358580635164","1818.9358580635164"
"818710","","","","1721.2962328040423","1721.2962328040423","1721.2962328040423","1180.676756750268","1180.676756750268","1180.676756750268","1488.7005167624723","1488.7005167624723","1488.7005167624723","1744.5506278433709","1744.5506278433709","1744.5506278433709","1204.6963528674273","1204.6963528674273","1204.6963528674273","1813.4313782931104","1813.4313782931104","1813.4313782931104","1815.8763115934387","1815.8763115934387","1815.8763115934387","1815.0571341017237","1815.0571341017237","1815.0571341017237","1804.851823423111","1804.851823423111","1804.851823423111"
"819299","","","","1736.887563393319","1736.887563393319","1736.887563393319","1161.8795295062814","1161.8795295062814","1161.8795295062814","1482.096249170622","1482.096249170622","1482.096249170622","1736.5844252178722","1736.5844252178722","1736.5844252178722","1162.9317496967924","1162.9317496967924","1162.9317496967924","1810.8996268924511","1810.8996268924511","1810.8996268924511","1848.0985378812536","1848.0985378812536","1848.0985378812536","1801.6384213590434","1801.6384213590434","1801.6384213590434","1818.382715028746","1818.382715028746","1818.382715028746"
"819888","","","","1741.1389831859292","1741.1389831859292","1741.1389831859292","1172.251491889666","1172.251491889666","1172.251491889666","1490.6940195875995","1490.6940195875995","1490.6940195875995","1751.9195432884496","1751.9195432884496","1751.9195432884496","1130.6807052399126","1130.6807052399126","1130.6807052399126","1811.3377808643522","1811.3377808643522","1811.3377808643522","1819.77448838768","1819.77448838768","1819.77448838768","1802.1974996896429","1802.1974996896429","1802.1974996896429","1812.7015623761492","1812.7015623761492","1812.7015623761492"
"820477","","","","1742.6297270343784","1742.6297270343784","1742.6297270343784","1169.8218309821923","1169.8218309821923","1169.8218309821923","1486.3358176087272","1486.3358176087272","1486.3358176087272","1732.8284902718285","1732.8284902718285","1732.8284902718285","1148.9847099572935","1148.9847099572935","1148.9847099572935","1808.9640674914444","1808.9640674914444","1808.9640674914444","1815.8528766840818","1815.8528766840818","1815.8528766840818","1813.5628953449354","1813.5628953449354","1813.5628953449354","1809.8694853484562","1809.8694853484562","1809.8694853484562"
"821066","","","","1725.2084521484353","1725.2084521484353","1725.2084521484353","1184.8110440073356","1184.8110440073356","1184.8110440073356","1481.905652503978","1481.905652503978","1481.905652503978","1742.3710333841418","1742.3710333841418","1742.3710333841418","1152.8677440042945","1152.8677440042945","1152.8677440042945","1817.9986711269262","1817.9986711269262","1817.9986711269262","1831.5182517515711","1831.5182517515711","1831.5182517515711","1825.605768711973","1825.605768711973","1825.605768711973","1815.2736810794033","1815.2736810794033","1815.2736810794033"
"821655","","","","1743.7668678855791","1743.7668678855791","1743.7668678855791","1166.6734066118263","1166.6734066118263","1166.6734066118263","1495.3108446585932","1495.3108446585932","1495.3108446585932","1758.398604816899","1758.398604816899","1758.398604816899","1188.7571121414276","1188.7571121414276","1188.7571121414276","1816.2828219806493","1816.2828219806493","1816.2828219806493","1825.985872902059","1825.985872902059","1825.985872902059","1818.079856694873","1818.079856694873","1818.079856694873","1808.7047134143422","1808.7047134143422","1808.7047134143422"
"822244","","","","1762.9527029763317","1762.9527029763317","1762.9527029763317","1164.3091725953857","1164.3091725953857","1164.3091725953857","1494.581089735694","1494.581089735694","1494.581089735694","1273.8317363834203","1273.8317363834203","1273.8317363834203","1156.369639146215","1156.369639146215","1156.369639146215","1797.2631506486755","1797.2631506486755","1797.2631506486755","1831.5708040893264","1831.5708040893264","1831.5708040893264","1813.4892477431326","1813.4892477431326","1813.4892477431326","1826.9184875100902","1826.9184875100902","1826.9184875100902"
"822833","","","","1745.0637885275307","1745.0637885275307","1745.0637885275307","1183.9528333546486","1183.9528333546486","1183.9528333546486","1509.1395871434129","1509.1395871434129","1509.1395871434129","1714.6007520509488","1714.6007520509488","1714.6007520509488","1163.8240174367586","1163.8240174367586","1163.8240174367586","1825.7265300364006","1825.7265300364006","1825.7265300364006","1820.535953527249","1820.535953527249","1820.535953527249","1819.0853663475593","1819.0853663475593","1819.0853663475593","1806.5485452870928","1806.5485452870928","1806.5485452870928"
"823422","","","","1750.4959686936206","1750.4959686936206","1750.4959686936206","1183.2316905155567","1183.2316905155567","1183.2316905155567","1494.9693105358158","1494.9693105358158","1494.9693105358158","1723.340170510971","1723.340170510971","1723.340170510971","1117.0803651953584","1117.0803651953584","1117.0803651953584","1815.4665990587591","1815.4665990587591","1815.4665990587591","1833.5998970471746","1833.5998970471746","1833.5998970471746","1805.0698842347613","1805.0698842347613","1805.0698842347613","1827.9143969734887","1827.9143969734887","1827.9143969734887"
"824011","","","","1758.9857671617333","1758.9857671617333","1758.9857671617333","1188.9301381004823","1188.9301381004823","1188.9301381004823","1497.4172424780331","1497.4172424780331","1497.4172424780331","1737.0061745538544","1737.0061745538544","1737.0061745538544","1112.1834880572142","1112.1834880572142","1112.1834880572142","1821.049821235419","1821.049821235419","1821.049821235419","1842.6411529108618","1842.6411529108618","1842.6411529108618","1816.4644252508003","1816.4644252508003","1816.4644252508003","1812.0223160475264","1812.0223160475264","1812.0223160475264"
"824600","","","","1739.8915285000598","1739.8915285000598","1739.8915285000598","1190.0154348092979","1190.0154348092979","1190.0154348092979","1504.803739173935","1504.803739173935","1504.803739173935","1754.823663606476","1754.823663606476","1754.823663606476","1168.9302915416743","1168.9302915416743","1168.9302915416743","1811.7718360043227","1811.7718360043227","1811.7718360043227","1828.1461881642622","1828.1461881642622","1828.1461881642622","1827.2313566909309","1827.2313566909309","1827.2313566909309","1811.77499416925","1811.77499416925","1811.77499416925"
"825189","","","","1739.3083163612791","1739.3083163612791","1739.3083163612791","1186.0926147230361","1186.0926147230361","1186.0926147230361","1496.0998330745208","1496.0998330745208","1496.0998330745208","1742.1131875164608","1742.1131875164608","1742.1131875164608","1137.0945807623725","1137.0945807623725","1137.0945807623725","1810.4219395034038","1810.4219395034038","1810.4219395034038","1840.9528719675372","1840.9528719675372","1840.9528719675372","1806.836398960659","1806.836398960659","1806.836398960659","1817.29310829919","1817.29310829919","1817.29310829919"
"825778","","","","1748.0326444274676","1748.0326444274676","1748.0326444274676","1188.1761441321792","1188.1761441321792","1188.1761441321792","1503.3684164989616","1503.3684164989616","1503.3684164989616","1744.9098370544025","1744.9098370544025","1744.9098370544025","1114.6771140629608","1114.6771140629608","1114.6771140629608","1782.7024325553427","1782.7024325553427","1782.7024325553427","1827.6073384539595","1827.6073384539595","1827.6073384539595","1821.7678608982528","1821.7678608982528","1821.7678608982528","1820.356152265458","1820.356152265458","1820.356152265458"
"826367","","","","1774.2775643073787","1774.2775643073787","1774.2775643073787","1194.3983470668738","1194.3983470668738","1194.3983470668738","1499.2633480215059","1499.2633480215059","1499.2633480215059","1735.46765954174","1735.46765954174","1735.46765954174","1155.1597433335357","1155.1597433335357","1155.1597433335357","1812.5974356182749","1812.5974356182749","1812.5974356182749","1831.7271766014746","1831.7271766014746","1831.7271766014746","1812.0301412136932","1812.0301412136932","1812.0301412136932","1814.7338193996968","1814.7338193996968","1814.7338193996968"
"826956","","","","1729.1317670547855","1729.1317670547855","1729.1317670547855","1197.1427571381357","1197.1427571381357","1197.1427571381357","1496.1384200902323","1496.1384200902323","1496.1384200902323","1719.8705081756614","1719.8705081756614","1719.8705081756614","1130.582645209485","1130.582645209485","1130.582645209485","1792.441311037418","1792.441311037418","1792.441311037418","1817.6096484365387","1817.6096484365387","1817.6096484365387","1815.6111732695858","1815.6111732695858","1815.6111732695858","1820.2205614740813","1820.2205614740813","1820.2205614740813"
"827545","","","","1766.4729774669554","1766.4729774669554","1766.4729774669554","1197.9803125617243","1197.9803125617243","1197.9803125617243","1496.7842085151203","1496.7842085151203","1496.7842085151203","1751.7034336035333","1751.7034336035333","1751.7034336035333","1128.7127137143386","1128.7127137143386","1128.7127137143386","1806.3517477834378","1806.3517477834378","1806.3517477834378","1810.847617111887","1810.847617111887","1810.847617111887","1809.4107374427965","1809.4107374427965","1809.4107374427965","1807.0561696727607","1807.0561696727607","1807.0561696727607"
"828134","","","","1744.2503769887592","1744.2503769887592","1744.2503769887592","1184.151268961049","1184.151268961049","1184.151268961049","1475.33212385044","1475.33212385044","1475.33212385044","1744.9210391724728","1744.9210391724728","1744.9210391724728","1131.5475744159855","1131.5475744159855","1131.5475744159855","1816.333961401096","1816.333961401096","1816.333961401096","1827.7715336186377","1827.7715336186377","1827.7715336186377","1806.4696435094809","1806.4696435094809","1806.4696435094809","1821.8064522429356","1821.8064522429356","1821.8064522429356"
"828723","","","","1733.498451409031","1733.498451409031","1733.498451409031","1186.228840019452","1186.228840019452","1186.228840019452","1513.53096281642","1513.53096281642","1513.53096281642","1742.8376466720658","1742.8376466720658","1742.8376466720658","1156.1957691904183","1156.1957691904183","1156.1957691904183","1816.2207768215824","1816.2207768215824","1816.2207768215824","1831.2045693395257","1831.2045693395257","1831.2045693395257","1811.2654667140334","1811.2654667140334","1811.2654667140334","1820.369237147011","1820.369237147011","1820.369237147011"
"829312","","","","1753.5215065713785","1753.5215065713785","1753.5215065713785","1181.8499622890345","1181.8499622890345","1181.8499622890345","1506.4308349777484","1506.4308349777484","1506.4308349777484","1754.9022821689714","1754.9022821689714","1754.9022821689714","1147.6085913666543","1147.6085913666543","1147.6085913666543","1805.7331700917066","1805.7331700917066","1805.7331700917066","1829.254510209378","1829.254510209378","1829.254510209378","1811.0401508054008","1811.0401508054008","1811.0401508054008","1833.672135283146","1833.672135283146","1833.672135283146"
"829901","","","","1758.9135633552974","1758.9135633552974","1758.9135633552974","1173.5601580333998","1173.5601580333998","1173.5601580333998","1500.6479989657657","1500.6479989657657","1500.6479989657657","1759.699283071858","1759.699283071858","1759.699283071858","1108.0873654197944","1108.0873654197944","1108.0873654197944","1791.467491552183","1791.467491552183","1791.467491552183","1819.4501361620653","1819.4501361620653","1819.4501361620653","1810.3552134240551","1810.3552134240551","1810.3552134240551","1805.241209853078","1805.241209853078","1805.241209853078"
"830490","","","","1745.3556702578933","1745.3556702578933","1745.3556702578933","1177.2491550816897","1177.2491550816897","1177.2491550816897","1488.9148826559874","1488.9148826559874","1488.9148826559874","1740.8346966447987","1740.8346966447987","1740.8346966447987","1162.4361374298735","1162.4361374298735","1162.4361374298735","1800.8829472330644","1800.8829472330644","1800.8829472330644","1829.8407191981673","1829.8407191981673","1829.8407191981673","1810.8171243311522","1810.8171243311522","1810.8171243311522","1811.729068069634","1811.729068069634","1811.729068069634"
"831079","","","","1755.8726167918883","1755.8726167918883","1755.8726167918883","1194.8705587351856","1194.8705587351856","1194.8705587351856","1510.778016608621","1510.778016608621","1510.778016608621","1757.1332453359041","1757.1332453359041","1757.1332453359041","1157.1763417305708","1157.1763417305708","1157.1763417305708","1803.2284014479972","1803.2284014479972","1803.2284014479972","1822.9907434140916","1822.9907434140916","1822.9907434140916","1804.6985455534905","1804.6985455534905","1804.6985455534905","1821.5502933283387","1821.5502933283387","1821.5502933283387"
"831668","","","","1755.799073550792","1755.799073550792","1755.799073550792","1182.0694303239632","1182.0694303239632","1182.0694303239632","1485.0556747960577","1485.0556747960577","1485.0556747960577","1742.1497800794316","1742.1497800794316","1742.1497800794316","1148.1250485497958","1148.1250485497958","1148.1250485497958","1819.5900733575672","1819.5900733575672","1819.5900733575672","1817.6341140072234","1817.6341140072234","1817.6341140072234","1807.2746510123518","1807.2746510123518","1807.2746510123518","1820.7829805172187","1820.7829805172187","1820.7829805172187"
"832257","","","","1754.3097434137444","1754.3097434137444","1754.3097434137444","1174.1471107305174","1174.1471107305174","1174.1471107305174","1504.7940765391488","1504.7940765391488","1504.7940765391488","1759.1028244441516","1759.1028244441516","1759.1028244441516","1154.5964332033368","1154.5964332033368","1154.5964332033368","1815.3275385139993","1815.3275385139993","1815.3275385139993","1821.4140404077484","1821.4140404077484","1821.4140404077484","1815.0184127581158","1815.0184127581158","1815.0184127581158","1810.6820025990553","1810.6820025990553","1810.6820025990553"
"832846","","","","1763.3915071202543","1763.3915071202543","1763.3915071202543","1179.8850368800938","1179.8850368800938","1179.8850368800938","1476.7928863048041","1476.7928863048041","1476.7928863048041","1741.2634990638028","1741.2634990638028","1741.2634990638028","1159.4118530338872","1159.4118530338872","1159.4118530338872","1812.253991182047","1812.253991182047","1812.253991182047","1828.0500590060226","1828.0500590060226","1828.0500590060226","1808.7156448164014","1808.7156448164014","1808.7156448164014","1817.469635858998","1817.469635858998","1817.469635858998"
"833435","","","","1760.1407133495527","1760.1407133495527","1760.1407133495527","1166.9539403779368","1166.9539403779368","1166.9539403779368","1499.716977898784","1499.716977898784","1499.716977898784","1735.68405315323","1735.68405315323","1735.68405315323","1132.0331465071856","1132.0331465071856","1132.0331465071856","1816.4948601019105","1816.4948601019105","1816.4948601019105","1831.5322879212333","1831.5322879212333","1831.5322879212333","1796.966476605926","1796.966476605926","1796.966476605926","1818.4086017969898","1818.4086017969898","1818.4086017969898"
"834024","","","","1745.1351379413125","1745.1351379413125","1745.1351379413125","1156.1954349368687","1156.1954349368687","1156.1954349368687","1504.2495404108329","1504.2495404108329","1504.2495404108329","1762.0096010921652","1762.0096010921652","1762.0096010921652","1148.9951390685646","1148.9951390685646","1148.9951390685646","1825.0187227035346","1825.0187227035346","1825.0187227035346","1821.2748313688999","1821.2748313688999","1821.2748313688999","1809.3649299948754","1809.3649299948754","1809.3649299948754","1831.893633233698","1831.893633233698","1831.893633233698"
"834613","","","","1752.3130642159795","1752.3130642159795","1752.3130642159795","1165.0003679098131","1165.0003679098131","1165.0003679098131","1494.2291652624801","1494.2291652624801","1494.2291652624801","1756.7632755458008","1756.7632755458008","1756.7632755458008","1165.1241371324525","1165.1241371324525","1165.1241371324525","1814.0512247677004","1814.0512247677004","1814.0512247677004","1829.2435489626673","1829.2435489626673","1829.2435489626673","1805.345311285828","1805.345311285828","1805.345311285828","1825.8986144387627","1825.8986144387627","1825.8986144387627"
"835202","","","","1745.261392538319","1745.261392538319","1745.261392538319","1171.4192018855845","1171.4192018855845","1171.4192018855845","1510.1099296976547","1510.1099296976547","1510.1099296976547","1733.787202294183","1733.787202294183","1733.787202294183","1168.3663523895077","1168.3663523895077","1168.3663523895077","1789.2901253860343","1789.2901253860343","1789.2901253860343","1813.8002671438344","1813.8002671438344","1813.8002671438344","1814.7804321241717","1814.7804321241717","1814.7804321241717","1825.8540661740808","1825.8540661740808","1825.8540661740808"
"835791","","","","1754.5049322760533","1754.5049322760533","1754.5049322760533","1182.281307413638","1182.281307413638","1182.281307413638","1484.2291750256793","1484.2291750256793","1484.2291750256793","1729.7556300095982","1729.7556300095982","1729.7556300095982","1134.7339280127144","1134.7339280127144","1134.7339280127144","1816.384663192351","1816.384663192351","1816.384663192351","1836.8235847556105","1836.8235847556105","1836.8235847556105","1821.0018190523788","1821.0018190523788","1821.0018190523788","1824.65744782618","1824.65744782618","1824.65744782618"
"836380","","","","1747.5051377467375","1747.5051377467375","1747.5051377467375","1165.384747906325","1165.384747906325","1165.384747906325","1504.2612491625598","1504.2612491625598","1504.2612491625598","1759.4649761671697","1759.4649761671697","1759.4649761671697","1115.8007280739612","1115.8007280739612","1115.8007280739612","1816.2117586466675","1816.2117586466675","1816.2117586466675","1844.6114568178812","1844.6114568178812","1844.6114568178812","1807.6864711044245","1807.6864711044245","1807.6864711044245","1830.2370303988266","1830.2370303988266","1830.2370303988266"
"836969","","","","1765.479367972886","1765.479367972886","1765.479367972886","1154.3440635848","1154.3440635848","1154.3440635848","1495.1938624641668","1495.1938624641668","1495.1938624641668","1747.752376170775","1747.752376170775","1747.752376170775","1171.5109966040282","1171.5109966040282","1171.5109966040282","1799.0226339535773","1799.0226339535773","1799.0226339535773","1831.238680807767","1831.238680807767","1831.238680807767","1807.4957037830052","1807.4957037830052","1807.4957037830052","1814.8115751792839","1814.8115751792839","1814.8115751792839"
"837558","","","","1731.8361249943205","1731.8361249943205","1731.8361249943205","1176.5145692991946","1176.5145692991946","1176.5145692991946","1502.8580052159398","1502.8580052159398","1502.8580052159398","1757.8696527486873","1757.8696527486873","1757.8696527486873","1169.892700757219","1169.892700757219","1169.892700757219","1808.8597406234817","1808.8597406234817","1808.8597406234817","1826.0221413945094","1826.0221413945094","1826.0221413945094","1809.7581482208614","1809.7581482208614","1809.7581482208614","1834.7270939259745","1834.7270939259745","1834.7270939259745"
"838147","","","","1742.496474589363","1742.496474589363","1742.496474589363","1176.945604695337","1176.945604695337","1176.945604695337","1501.836984332179","1501.836984332179","1501.836984332179","1741.7413940283623","1741.7413940283623","1741.7413940283623","1166.3635467123665","1166.3635467123665","1166.3635467123665","1811.3785943079001","1811.3785943079001","1811.3785943079001","1828.546754624469","1828.546754624469","1828.546754624469","1809.9916524323419","1809.9916524323419","1809.9916524323419","1806.4070471953958","1806.4070471953958","1806.4070471953958"
"838736","","","","1768.7464418399272","1768.7464418399272","1768.7464418399272","1174.318283578273","1174.318283578273","1174.318283578273","1501.4521071945285","1501.4521071945285","1501.4521071945285","1747.0127519743312","1747.0127519743312","1747.0127519743312","1139.316769792483","1139.316769792483","1139.316769792483","1803.8016624941115","1803.8016624941115","1803.8016624941115","1842.5645719036345","1842.5645719036345","1842.5645719036345","1813.8586006760015","1813.8586006760015","1813.8586006760015","1827.509576769599","1827.509576769599","1827.509576769599"
"839325","","","","1732.7135565263306","1732.7135565263306","1732.7135565263306","1180.0204265462419","1180.0204265462419","1180.0204265462419","1499.2535536078508","1499.2535536078508","1499.2535536078508","1745.0559921890135","1745.0559921890135","1745.0559921890135","1148.9689131238324","1148.9689131238324","1148.9689131238324","1805.3808399664777","1805.3808399664777","1805.3808399664777","1832.4000377788993","1832.4000377788993","1832.4000377788993","1815.989370635382","1815.989370635382","1815.989370635382","1797.8452557465544","1797.8452557465544","1797.8452557465544"
"839914","","","","1758.7609887354367","1758.7609887354367","1758.7609887354367","1180.2612771755291","1180.2612771755291","1180.2612771755291","1499.9260536331772","1499.9260536331772","1499.9260536331772","1747.7867810126147","1747.7867810126147","1747.7867810126147","1132.0414621103007","1132.0414621103007","1132.0414621103007","1809.9867103725342","1809.9867103725342","1809.9867103725342","1822.1444814482563","1822.1444814482563","1822.1444814482563","1818.713488884683","1818.713488884683","1818.713488884683","1810.8042254694365","1810.8042254694365","1810.8042254694365"
"840503","","","","1766.4192524922648","1766.4192524922648","1766.4192524922648","1169.642502193789","1169.642502193789","1169.642502193789","1501.8301465606603","1501.8301465606603","1501.8301465606603","1736.6849889693685","1736.6849889693685","1736.6849889693685","1130.4240467599996","1130.4240467599996","1130.4240467599996","1805.7368715061111","1805.7368715061111","1805.7368715061111","1832.7438079172832","1832.7438079172832","1832.7438079172832","1806.3527362024574","1806.3527362024574","1806.3527362024574","1806.575581035823","1806.575581035823","1806.575581035823"
"841092","","","","1773.1879166913532","1773.1879166913532","1773.1879166913532","1165.6793627649604","1165.6793627649604","1165.6793627649604","1498.382598329904","1498.382598329904","1498.382598329904","1745.6686165348463","1745.6686165348463","1745.6686165348463","1161.302446785614","1161.302446785614","1161.302446785614","1798.963440518493","1798.963440518493","1798.963440518493","1853.7688866374533","1853.7688866374533","1853.7688866374533","1820.1191215355675","1820.1191215355675","1820.1191215355675","1814.1736279737916","1814.1736279737916","1814.1736279737916"
"841681","","","","1738.0726842712102","1738.0726842712102","1738.0726842712102","1159.0171277196325","1159.0171277196325","1159.0171277196325","1506.8091299208108","1506.8091299208108","1506.8091299208108","1744.3693939714349","1744.3693939714349","1744.3693939714349","1123.578747040245","1123.578747040245","1123.578747040245","1817.8394724914365","1817.8394724914365","1817.8394724914365","1779.0250043363014","1779.0250043363014","1779.0250043363014","1809.4529694405503","1809.4529694405503","1809.4529694405503","1811.9745761488296","1811.9745761488296","1811.9745761488296"
"842270","","","","1766.297936479807","1766.297936479807","1766.297936479807","1148.986363355343","1148.986363355343","1148.986363355343","1499.6250775398403","1499.6250775398403","1499.6250775398403","1745.880966535037","1745.880966535037","1745.880966535037","1161.7550901087386","1161.7550901087386","1161.7550901087386","1796.5778542976889","1796.5778542976889","1796.5778542976889","1812.7255505997798","1812.7255505997798","1812.7255505997798","1823.3616917114766","1823.3616917114766","1823.3616917114766","1804.89900330504","1804.89900330504","1804.89900330504"
"842859","","","","1762.838493476331","1762.838493476331","1762.838493476331","1241.485231099077","1241.485231099077","1241.485231099077","1512.9453652318232","1512.9453652318232","1512.9453652318232","1757.0868147508647","1757.0868147508647","1757.0868147508647","1148.0325123989915","1148.0325123989915","1148.0325123989915","1806.7110238137232","1806.7110238137232","1806.7110238137232","1834.5461671688633","1834.5461671688633","1834.5461671688633","1817.5512748491549","1817.5512748491549","1817.5512748491549","1804.209771173074","1804.209771173074","1804.209771173074"
"843448","","","","1744.9328361165346","1744.9328361165346","1744.9328361165346","1174.446147935084","1174.446147935084","1174.446147935084","1514.2036924098209","1514.2036924098209","1514.2036924098209","1762.1879613491383","1762.1879613491383","1762.1879613491383","1142.9551661578696","1142.9551661578696","1142.9551661578696","1818.8894726660665","1818.8894726660665","1818.8894726660665","1833.7516157773155","1833.7516157773155","1833.7516157773155","1813.297878557815","1813.297878557815","1813.297878557815","1793.70674223193","1793.70674223193","1793.70674223193"
"844037","","","","1755.4550632903151","1755.4550632903151","1755.4550632903151","1248.4003889677156","1248.4003889677156","1248.4003889677156","1510.040513873835","1510.040513873835","1510.040513873835","1741.686931588806","1741.686931588806","1741.686931588806","1156.033077934142","1156.033077934142","1156.033077934142","1804.5039401850595","1804.5039401850595","1804.5039401850595","1828.5740635580141","1828.5740635580141","1828.5740635580141","1822.1876079560302","1822.1876079560302","1822.1876079560302","1801.2356439124542","1801.2356439124542","1801.2356439124542"
"844626","","","","1772.3558843706064","1772.3558843706064","1772.3558843706064","1264.7633706924898","1264.7633706924898","1264.7633706924898","1496.3768325216945","1496.3768325216945","1496.3768325216945","1718.4797261256472","1718.4797261256472","1718.4797261256472","1151.4308106689052","1151.4308106689052","1151.4308106689052","1797.7222260245771","1797.7222260245771","1797.7222260245771","1813.6508357208245","1813.6508357208245","1813.6508357208245","1822.4630405110731","1822.4630405110731","1822.4630405110731","1802.6906734697789","1802.6906734697789","1802.6906734697789"
"845215","","","","1765.458179801451","1765.458179801451","1765.458179801451","1254.5821166352457","1254.5821166352457","1254.5821166352457","1485.1144578956987","1485.1144578956987","1485.1144578956987","1765.0559325139347","1765.0559325139347","1765.0559325139347","1182.7701158834166","1182.7701158834166","1182.7701158834166","1809.5004365168356","1809.5004365168356","1809.5004365168356","1841.162235437273","1841.162235437273","1841.162235437273","1821.7286219293599","1821.7286219293599","1821.7286219293599","1805.2471309469772","1805.2471309469772","1805.2471309469772"
"845804","","","","1771.0831242041957","1771.0831242041957","1771.0831242041957","1261.011147223511","1261.011147223511","1261.011147223511","1506.627109470262","1506.627109470262","1506.627109470262","1743.371844498862","1743.371844498862","1743.371844498862","1168.145403107392","1168.145403107392","1168.145403107392","1812.1402415427797","1812.1402415427797","1812.1402415427797","1843.8913579296716","1843.8913579296716","1843.8913579296716","1814.8268717892436","1814.8268717892436","1814.8268717892436","1807.426356875502","1807.426356875502","1807.426356875502"
"846393","","","","1767.5340794824863","1767.5340794824863","1767.5340794824863","1267.3685284740186","1267.3685284740186","1267.3685284740186","1497.0817540191654","1497.0817540191654","1497.0817540191654","1772.5740135857902","1772.5740135857902","1772.5740135857902","1189.1226505166487","1189.1226505166487","1189.1226505166487","1791.8416607156637","1791.8416607156637","1791.8416607156637","1829.8661797800971","1829.8661797800971","1829.8661797800971","1807.1996430369813","1807.1996430369813","1807.1996430369813","1822.5064711424252","1822.5064711424252","1822.5064711424252"
