"Step","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-44-1699944439.4503624--dipo-clipaction-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-44-1699944439.4503624--dipo-clipaction-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-44-1699944439.4503624--dipo-clipaction-ClairDeLune - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1699787740.83395--dipo-clipaction-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1699787740.83395--dipo-clipaction-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-43-1699787740.83395--dipo-clipaction-ClairDeLune - train/return__MAX","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return__MIN","SAC-RoboPianist-repertoire-150-ClairDeLune-v0-42-1699762274.2041667--dipo-clipaction-ClairDeLune - train/return__MAX"
"207159","1817.9239642373527","1817.9239642373527","1817.9239642373527","1841.1913736074762","1841.1913736074762","1841.1913736074762","1807.3584926813755","1807.3584926813755","1807.3584926813755"
"207756","1830.1469465062628","1830.1469465062628","1830.1469465062628","1833.3743025525519","1833.3743025525519","1833.3743025525519","1827.8590878232224","1827.8590878232224","1827.8590878232224"
"208353","1819.0620874555145","1819.0620874555145","1819.0620874555145","1825.1038061599706","1825.1038061599706","1825.1038061599706","1809.869027913047","1809.869027913047","1809.869027913047"
"208950","1829.5536947775456","1829.5536947775456","1829.5536947775456","1821.7826581697673","1821.7826581697673","1821.7826581697673","1799.687229693886","1799.687229693886","1799.687229693886"
"209547","1823.36704992303","1823.36704992303","1823.36704992303","1835.0168829414417","1835.0168829414417","1835.0168829414417","1805.6169661661231","1805.6169661661231","1805.6169661661231"
"210144","1833.3465870330265","1833.3465870330265","1833.3465870330265","1841.6882869116123","1841.6882869116123","1841.6882869116123","1790.7199063128328","1790.7199063128328","1790.7199063128328"
"210741","1829.607298242829","1829.607298242829","1829.607298242829","1837.5073668216178","1837.5073668216178","1837.5073668216178","1805.4878426435166","1805.4878426435166","1805.4878426435166"
"211338","1803.1808255837182","1803.1808255837182","1803.1808255837182","1834.76054052298","1834.76054052298","1834.76054052298","1812.8555881348516","1812.8555881348516","1812.8555881348516"
"211935","1820.6224184037715","1820.6224184037715","1820.6224184037715","1808.1215952428154","1808.1215952428154","1808.1215952428154","1814.0271337901884","1814.0271337901884","1814.0271337901884"
"212532","1820.4185523735675","1820.4185523735675","1820.4185523735675","1834.4735985105883","1834.4735985105883","1834.4735985105883","1818.6902367013336","1818.6902367013336","1818.6902367013336"
"213129","1825.4035476260378","1825.4035476260378","1825.4035476260378","1813.7977453243986","1813.7977453243986","1813.7977453243986","1792.449908578994","1792.449908578994","1792.449908578994"
"213726","1808.3118122907217","1808.3118122907217","1808.3118122907217","1834.820676050758","1834.820676050758","1834.820676050758","1810.529809556212","1810.529809556212","1810.529809556212"
"214323","1837.952675604318","1837.952675604318","1837.952675604318","1836.011359327043","1836.011359327043","1836.011359327043","1804.4825101898796","1804.4825101898796","1804.4825101898796"
"214920","1820.3150434887743","1820.3150434887743","1820.3150434887743","1820.0011893929197","1820.0011893929197","1820.0011893929197","1821.7679154688385","1821.7679154688385","1821.7679154688385"
"215517","1818.8533399050932","1818.8533399050932","1818.8533399050932","1834.7849800174658","1834.7849800174658","1834.7849800174658","1837.4533396922177","1837.4533396922177","1837.4533396922177"
"216114","1826.4567836981087","1826.4567836981087","1826.4567836981087","1835.1792746651363","1835.1792746651363","1835.1792746651363","1806.3149209113767","1806.3149209113767","1806.3149209113767"
"216711","1806.6636149255548","1806.6636149255548","1806.6636149255548","1832.7128208821223","1832.7128208821223","1832.7128208821223","1815.4528496427677","1815.4528496427677","1815.4528496427677"
"217308","1814.8274850192238","1814.8274850192238","1814.8274850192238","1828.3555180001047","1828.3555180001047","1828.3555180001047","1826.1148351660352","1826.1148351660352","1826.1148351660352"
"217905","1824.9868245503035","1824.9868245503035","1824.9868245503035","1827.611302534937","1827.611302534937","1827.611302534937","1824.7749051821681","1824.7749051821681","1824.7749051821681"
"218502","1836.352233677295","1836.352233677295","1836.352233677295","1819.1812189596844","1819.1812189596844","1819.1812189596844","1794.6652295818562","1794.6652295818562","1794.6652295818562"
"219099","1822.6007793491558","1822.6007793491558","1822.6007793491558","1826.9545248829536","1826.9545248829536","1826.9545248829536","1822.6732713000497","1822.6732713000497","1822.6732713000497"
"219696","1827.6128467468527","1827.6128467468527","1827.6128467468527","1829.589614427283","1829.589614427283","1829.589614427283","1824.9557848475583","1824.9557848475583","1824.9557848475583"
"220293","1824.3134823636633","1824.3134823636633","1824.3134823636633","1828.9999542217015","1828.9999542217015","1828.9999542217015","1821.4551921461934","1821.4551921461934","1821.4551921461934"
"220890","1835.0651771957391","1835.0651771957391","1835.0651771957391","1840.633478907913","1840.633478907913","1840.633478907913","1815.7446193637659","1815.7446193637659","1815.7446193637659"
"221487","1816.0413808203073","1816.0413808203073","1816.0413808203073","1837.6661100359856","1837.6661100359856","1837.6661100359856","1819.501623630125","1819.501623630125","1819.501623630125"
"222084","1817.717660100055","1817.717660100055","1817.717660100055","1826.2930488500635","1826.2930488500635","1826.2930488500635","1814.1021954175883","1814.1021954175883","1814.1021954175883"
"222681","1818.0278102060622","1818.0278102060622","1818.0278102060622","1828.9464252526177","1828.9464252526177","1828.9464252526177","1827.0617262058731","1827.0617262058731","1827.0617262058731"
"223278","1826.7236552211725","1826.7236552211725","1826.7236552211725","1834.6880483250898","1834.6880483250898","1834.6880483250898","1810.3634070007738","1810.3634070007738","1810.3634070007738"
"223875","1826.27753916543","1826.27753916543","1826.27753916543","1805.0715512395477","1805.0715512395477","1805.0715512395477","1824.2016575182713","1824.2016575182713","1824.2016575182713"
"224472","1830.9516778324462","1830.9516778324462","1830.9516778324462","1835.4989077296661","1835.4989077296661","1835.4989077296661","1811.0862620177213","1811.0862620177213","1811.0862620177213"
"225069","1836.850413557995","1836.850413557995","1836.850413557995","1819.398228378787","1819.398228378787","1819.398228378787","1814.1872660624028","1814.1872660624028","1814.1872660624028"
"225666","1824.5511264896431","1824.5511264896431","1824.5511264896431","1830.062638154116","1830.062638154116","1830.062638154116","1831.6245875253826","1831.6245875253826","1831.6245875253826"
"226263","1828.6426061443162","1828.6426061443162","1828.6426061443162","1834.02788210285","1834.02788210285","1834.02788210285","1797.2826060835137","1797.2826060835137","1797.2826060835137"
"226860","1810.0759672948348","1810.0759672948348","1810.0759672948348","1834.38007760569","1834.38007760569","1834.38007760569","1819.2000731458363","1819.2000731458363","1819.2000731458363"
"227457","1827.4530178663827","1827.4530178663827","1827.4530178663827","1824.5151279668482","1824.5151279668482","1824.5151279668482","1832.8002404431131","1832.8002404431131","1832.8002404431131"
"228054","1832.5455859565652","1832.5455859565652","1832.5455859565652","1827.3000290950154","1827.3000290950154","1827.3000290950154","1813.681269186668","1813.681269186668","1813.681269186668"
"228651","1830.610385792247","1830.610385792247","1830.610385792247","1844.1134796367207","1844.1134796367207","1844.1134796367207","1794.564607458131","1794.564607458131","1794.564607458131"
"229248","1825.8323766929518","1825.8323766929518","1825.8323766929518","1842.6069160799348","1842.6069160799348","1842.6069160799348","1805.2693721028677","1805.2693721028677","1805.2693721028677"
"229845","1834.1552601857054","1834.1552601857054","1834.1552601857054","1814.193956587127","1814.193956587127","1814.193956587127","1822.9195493893544","1822.9195493893544","1822.9195493893544"
"230442","1818.5262890937588","1818.5262890937588","1818.5262890937588","1836.6038636745106","1836.6038636745106","1836.6038636745106","1810.9693948998856","1810.9693948998856","1810.9693948998856"
"231039","1817.6089852396456","1817.6089852396456","1817.6089852396456","1831.5483191213673","1831.5483191213673","1831.5483191213673","1810.0492879867427","1810.0492879867427","1810.0492879867427"
"231636","1833.0546384911684","1833.0546384911684","1833.0546384911684","1823.7424659245562","1823.7424659245562","1823.7424659245562","1820.4350995384282","1820.4350995384282","1820.4350995384282"
"232233","1819.1381908004169","1819.1381908004169","1819.1381908004169","1827.2337840347625","1827.2337840347625","1827.2337840347625","1811.8179220769184","1811.8179220769184","1811.8179220769184"
"232830","1821.418867051051","1821.418867051051","1821.418867051051","1841.0844301252182","1841.0844301252182","1841.0844301252182","1810.7938535895396","1810.7938535895396","1810.7938535895396"
"233427","1810.7959777250219","1810.7959777250219","1810.7959777250219","1848.207422821743","1848.207422821743","1848.207422821743","1831.2823135846595","1831.2823135846595","1831.2823135846595"
"234024","1838.7005189687602","1838.7005189687602","1838.7005189687602","1839.6823786846815","1839.6823786846815","1839.6823786846815","1815.9456819811094","1815.9456819811094","1815.9456819811094"
"234621","1835.373424975435","1835.373424975435","1835.373424975435","1827.0388699839418","1827.0388699839418","1827.0388699839418","1819.8707933400947","1819.8707933400947","1819.8707933400947"
"235218","1833.6139965417447","1833.6139965417447","1833.6139965417447","1846.4151716051838","1846.4151716051838","1846.4151716051838","1824.4064985188606","1824.4064985188606","1824.4064985188606"
"235815","1839.7673809417834","1839.7673809417834","1839.7673809417834","1837.1344659961967","1837.1344659961967","1837.1344659961967","1826.4758449870956","1826.4758449870956","1826.4758449870956"
"236412","1810.9384408823944","1810.9384408823944","1810.9384408823944","1840.9919360365623","1840.9919360365623","1840.9919360365623","1808.1037360578723","1808.1037360578723","1808.1037360578723"
"237009","1815.0906338185207","1815.0906338185207","1815.0906338185207","1823.5871291181982","1823.5871291181982","1823.5871291181982","1817.6931207069929","1817.6931207069929","1817.6931207069929"
"237606","1828.3941647406548","1828.3941647406548","1828.3941647406548","1833.8981645288584","1833.8981645288584","1833.8981645288584","1812.2401779239276","1812.2401779239276","1812.2401779239276"
"238203","1819.9353280982411","1819.9353280982411","1819.9353280982411","1825.1657086122884","1825.1657086122884","1825.1657086122884","1799.6559331074313","1799.6559331074313","1799.6559331074313"
"238800","1837.9884537624039","1837.9884537624039","1837.9884537624039","1833.1436283671867","1833.1436283671867","1833.1436283671867","1817.8662713120045","1817.8662713120045","1817.8662713120045"
"239397","1820.891307397804","1820.891307397804","1820.891307397804","1833.8258087868962","1833.8258087868962","1833.8258087868962","1816.8700633604942","1816.8700633604942","1816.8700633604942"
"239994","1820.4023140937975","1820.4023140937975","1820.4023140937975","1832.7815909285166","1832.7815909285166","1832.7815909285166","1815.6077247305805","1815.6077247305805","1815.6077247305805"
"240591","1830.2804457646437","1830.2804457646437","1830.2804457646437","1833.396307109122","1833.396307109122","1833.396307109122","1831.9347127477236","1831.9347127477236","1831.9347127477236"
"241188","1837.8945791216076","1837.8945791216076","1837.8945791216076","1830.6144881056669","1830.6144881056669","1830.6144881056669","1816.9085498577529","1816.9085498577529","1816.9085498577529"
"241785","1804.5793144003555","1804.5793144003555","1804.5793144003555","1839.5419815139678","1839.5419815139678","1839.5419815139678","1816.3625707522447","1816.3625707522447","1816.3625707522447"
"242382","1833.3085958578356","1833.3085958578356","1833.3085958578356","1833.755485320699","1833.755485320699","1833.755485320699","1826.6512309574205","1826.6512309574205","1826.6512309574205"
"242979","1826.1505432594442","1826.1505432594442","1826.1505432594442","1858.109863685981","1858.109863685981","1858.109863685981","1824.3381512625401","1824.3381512625401","1824.3381512625401"
"243576","1805.9587555270284","1805.9587555270284","1805.9587555270284","1836.1001940156668","1836.1001940156668","1836.1001940156668","1812.0436872499104","1812.0436872499104","1812.0436872499104"
"244173","1828.6665933355387","1828.6665933355387","1828.6665933355387","1846.6096258380687","1846.6096258380687","1846.6096258380687","1823.917661345657","1823.917661345657","1823.917661345657"
"244770","1828.782525583486","1828.782525583486","1828.782525583486","1849.9455533607347","1849.9455533607347","1849.9455533607347","1837.1394057426908","1837.1394057426908","1837.1394057426908"
"245367","1824.188646513498","1824.188646513498","1824.188646513498","1840.7627336130681","1840.7627336130681","1840.7627336130681","1822.9921399465097","1822.9921399465097","1822.9921399465097"
"245964","1830.4294277706854","1830.4294277706854","1830.4294277706854","1835.0365786258967","1835.0365786258967","1835.0365786258967","1813.021507376039","1813.021507376039","1813.021507376039"
"246561","1842.1200305723332","1842.1200305723332","1842.1200305723332","1843.3623476767202","1843.3623476767202","1843.3623476767202","1823.4692926609573","1823.4692926609573","1823.4692926609573"
"247158","1832.3287248361116","1832.3287248361116","1832.3287248361116","1840.933471562638","1840.933471562638","1840.933471562638","1827.418247754731","1827.418247754731","1827.418247754731"
"247755","1828.123986013043","1828.123986013043","1828.123986013043","1836.4458642360737","1836.4458642360737","1836.4458642360737","1839.4696263994485","1839.4696263994485","1839.4696263994485"
"248352","1831.670984787707","1831.670984787707","1831.670984787707","1844.5022908295664","1844.5022908295664","1844.5022908295664","1818.0227569681442","1818.0227569681442","1818.0227569681442"
"248949","1803.1059270510352","1803.1059270510352","1803.1059270510352","1835.9443798890281","1835.9443798890281","1835.9443798890281","1833.3905850995332","1833.3905850995332","1833.3905850995332"
"249546","1829.828117446446","1829.828117446446","1829.828117446446","1830.5299946490863","1830.5299946490863","1830.5299946490863","1829.4021045105767","1829.4021045105767","1829.4021045105767"
"250143","1819.0859761400231","1819.0859761400231","1819.0859761400231","1842.2733920753071","1842.2733920753071","1842.2733920753071","1830.4534070814498","1830.4534070814498","1830.4534070814498"
"250740","1827.5235430976277","1827.5235430976277","1827.5235430976277","1831.0106311727366","1831.0106311727366","1831.0106311727366","1839.0426492539018","1839.0426492539018","1839.0426492539018"
"251337","1816.018403235785","1816.018403235785","1816.018403235785","1841.876229384521","1841.876229384521","1841.876229384521","1830.2106009418478","1830.2106009418478","1830.2106009418478"
"251934","1811.4379431835805","1811.4379431835805","1811.4379431835805","1831.5877157649645","1831.5877157649645","1831.5877157649645","1832.5907994943075","1832.5907994943075","1832.5907994943075"
"252531","1832.7956395897295","1832.7956395897295","1832.7956395897295","1837.4538804347276","1837.4538804347276","1837.4538804347276","1819.5696071740692","1819.5696071740692","1819.5696071740692"
"253128","1814.027012329849","1814.027012329849","1814.027012329849","1829.7204165987741","1829.7204165987741","1829.7204165987741","1833.892027434757","1833.892027434757","1833.892027434757"
"253725","1815.095660745569","1815.095660745569","1815.095660745569","1832.3359188921731","1832.3359188921731","1832.3359188921731","1831.6088236139774","1831.6088236139774","1831.6088236139774"
"254322","1824.756810291548","1824.756810291548","1824.756810291548","1847.4897920881415","1847.4897920881415","1847.4897920881415","1828.5487774601388","1828.5487774601388","1828.5487774601388"
"254919","1820.4763261718033","1820.4763261718033","1820.4763261718033","1849.6789534335398","1849.6789534335398","1849.6789534335398","1810.7262175213045","1810.7262175213045","1810.7262175213045"
"255516","1829.8277984178771","1829.8277984178771","1829.8277984178771","1834.606922358908","1834.606922358908","1834.606922358908","1832.694423181972","1832.694423181972","1832.694423181972"
"256113","1835.4238211654272","1835.4238211654272","1835.4238211654272","1854.2191316925814","1854.2191316925814","1854.2191316925814","1791.6746132519665","1791.6746132519665","1791.6746132519665"
"256710","1810.095862222551","1810.095862222551","1810.095862222551","1835.1486329392737","1835.1486329392737","1835.1486329392737","1815.569192202355","1815.569192202355","1815.569192202355"
"257307","1836.0411491369287","1836.0411491369287","1836.0411491369287","1826.4108380481855","1826.4108380481855","1826.4108380481855","1804.738652635483","1804.738652635483","1804.738652635483"
"257904","1825.8209137219117","1825.8209137219117","1825.8209137219117","1836.0815527142909","1836.0815527142909","1836.0815527142909","1837.2955232475506","1837.2955232475506","1837.2955232475506"
"258501","1817.3435892341633","1817.3435892341633","1817.3435892341633","1843.0182103311392","1843.0182103311392","1843.0182103311392","1825.6847776418133","1825.6847776418133","1825.6847776418133"
"259098","1827.557856301565","1827.557856301565","1827.557856301565","1846.1774121392862","1846.1774121392862","1846.1774121392862","1837.8725299442142","1837.8725299442142","1837.8725299442142"
"259695","1837.229975840371","1837.229975840371","1837.229975840371","1832.9708643896608","1832.9708643896608","1832.9708643896608","1821.9899733663808","1821.9899733663808","1821.9899733663808"
"260292","1801.7493429471294","1801.7493429471294","1801.7493429471294","1832.1649728288169","1832.1649728288169","1832.1649728288169","1816.808047089175","1816.808047089175","1816.808047089175"
"260889","1818.9028451479749","1818.9028451479749","1818.9028451479749","1830.5325707261331","1830.5325707261331","1830.5325707261331","1827.3719609468571","1827.3719609468571","1827.3719609468571"
"261486","1830.4911255871486","1830.4911255871486","1830.4911255871486","1846.2868838156705","1846.2868838156705","1846.2868838156705","1826.4999575435497","1826.4999575435497","1826.4999575435497"
"262083","1831.0116219776332","1831.0116219776332","1831.0116219776332","1839.2927421807215","1839.2927421807215","1839.2927421807215","1826.9201757793505","1826.9201757793505","1826.9201757793505"
"262680","1840.6723278044547","1840.6723278044547","1840.6723278044547","1832.0488519647004","1832.0488519647004","1832.0488519647004","1818.9426745945798","1818.9426745945798","1818.9426745945798"
"263277","1823.5221077722463","1823.5221077722463","1823.5221077722463","1832.0229388664081","1832.0229388664081","1832.0229388664081","1807.799607798696","1807.799607798696","1807.799607798696"
"263874","1833.3024772171789","1833.3024772171789","1833.3024772171789","1845.4600222834256","1845.4600222834256","1845.4600222834256","1816.0866129498233","1816.0866129498233","1816.0866129498233"
"264471","1830.1362003469465","1830.1362003469465","1830.1362003469465","1838.723373975951","1838.723373975951","1838.723373975951","1816.0934917797624","1816.0934917797624","1816.0934917797624"
"265068","1819.1640848453626","1819.1640848453626","1819.1640848453626","1847.422776477288","1847.422776477288","1847.422776477288","1819.2239197836243","1819.2239197836243","1819.2239197836243"
"265665","1820.1268532927277","1820.1268532927277","1820.1268532927277","1828.3120927201915","1828.3120927201915","1828.3120927201915","1820.449743824604","1820.449743824604","1820.449743824604"
"266262","1835.9925526484528","1835.9925526484528","1835.9925526484528","1833.5610280182038","1833.5610280182038","1833.5610280182038","1816.5011925865651","1816.5011925865651","1816.5011925865651"
"266859","1814.831396250471","1814.831396250471","1814.831396250471","1838.0381430098782","1838.0381430098782","1838.0381430098782","1821.8548000816927","1821.8548000816927","1821.8548000816927"
"267456","1823.9040518730221","1823.9040518730221","1823.9040518730221","1846.2100306767736","1846.2100306767736","1846.2100306767736","1839.9615222843297","1839.9615222843297","1839.9615222843297"
"268053","1821.5308960368807","1821.5308960368807","1821.5308960368807","1829.6610469563736","1829.6610469563736","1829.6610469563736","1820.086676189192","1820.086676189192","1820.086676189192"
"268650","1836.6003302162264","1836.6003302162264","1836.6003302162264","1846.1941383289425","1846.1941383289425","1846.1941383289425","1825.6268294772906","1825.6268294772906","1825.6268294772906"
"269247","1843.2319326245142","1843.2319326245142","1843.2319326245142","1827.8686286718428","1827.8686286718428","1827.8686286718428","1843.6273110141735","1843.6273110141735","1843.6273110141735"
"269844","1833.973781565847","1833.973781565847","1833.973781565847","1842.3648342924898","1842.3648342924898","1842.3648342924898","1826.3774624830767","1826.3774624830767","1826.3774624830767"
"270441","1830.0717085825177","1830.0717085825177","1830.0717085825177","1826.2916027758777","1826.2916027758777","1826.2916027758777","1816.0957344928856","1816.0957344928856","1816.0957344928856"
"271038","1836.751696110819","1836.751696110819","1836.751696110819","1844.2479032534973","1844.2479032534973","1844.2479032534973","1832.2838898384227","1832.2838898384227","1832.2838898384227"
"271635","1831.8785440479505","1831.8785440479505","1831.8785440479505","1833.8372020630318","1833.8372020630318","1833.8372020630318","1814.8821768913594","1814.8821768913594","1814.8821768913594"
"272232","1828.1834761146968","1828.1834761146968","1828.1834761146968","1845.2252299279514","1845.2252299279514","1845.2252299279514","1827.5853333404812","1827.5853333404812","1827.5853333404812"
"272829","1828.0123720056147","1828.0123720056147","1828.0123720056147","1837.8175209851806","1837.8175209851806","1837.8175209851806","1830.930059024314","1830.930059024314","1830.930059024314"
"273426","1820.1580928015956","1820.1580928015956","1820.1580928015956","1845.4079471866246","1845.4079471866246","1845.4079471866246","1824.849433719846","1824.849433719846","1824.849433719846"
"274023","1836.2388171934217","1836.2388171934217","1836.2388171934217","1841.6115855234518","1841.6115855234518","1841.6115855234518","1836.2067743071827","1836.2067743071827","1836.2067743071827"
"274620","1829.1946559568723","1829.1946559568723","1829.1946559568723","1835.8134948102045","1835.8134948102045","1835.8134948102045","1800.5430903254585","1800.5430903254585","1800.5430903254585"
"275217","1830.606678502363","1830.606678502363","1830.606678502363","1832.4174773855339","1832.4174773855339","1832.4174773855339","1834.4563855124427","1834.4563855124427","1834.4563855124427"
"275814","1821.9585493601494","1821.9585493601494","1821.9585493601494","1855.6781364924952","1855.6781364924952","1855.6781364924952","1821.7650647900482","1821.7650647900482","1821.7650647900482"
"276411","1833.2244948494285","1833.2244948494285","1833.2244948494285","1828.0536210159476","1828.0536210159476","1828.0536210159476","1780.2528189356244","1780.2528189356244","1780.2528189356244"
"277008","1820.8132322569572","1820.8132322569572","1820.8132322569572","1851.454926520377","1851.454926520377","1851.454926520377","1819.2532363852056","1819.2532363852056","1819.2532363852056"
"277605","1841.2148770986264","1841.2148770986264","1841.2148770986264","1837.7233505567922","1837.7233505567922","1837.7233505567922","1826.4610833631148","1826.4610833631148","1826.4610833631148"
"278202","1829.788379856304","1829.788379856304","1829.788379856304","1860.3464376276188","1860.3464376276188","1860.3464376276188","1826.7565155273796","1826.7565155273796","1826.7565155273796"
"278799","1828.771930488439","1828.771930488439","1828.771930488439","1824.1526927987427","1824.1526927987427","1824.1526927987427","1835.245048025201","1835.245048025201","1835.245048025201"
"279396","1832.0091602596876","1832.0091602596876","1832.0091602596876","1842.7030371006113","1842.7030371006113","1842.7030371006113","1817.9287402544535","1817.9287402544535","1817.9287402544535"
"279993","1847.8911413564276","1847.8911413564276","1847.8911413564276","1847.9835509718264","1847.9835509718264","1847.9835509718264","1828.3188359949747","1828.3188359949747","1828.3188359949747"
"280590","1840.0448239181956","1840.0448239181956","1840.0448239181956","1856.6863420524094","1856.6863420524094","1856.6863420524094","1813.5554025266517","1813.5554025266517","1813.5554025266517"
"281187","1833.2320728685127","1833.2320728685127","1833.2320728685127","1835.4188542902434","1835.4188542902434","1835.4188542902434","1812.5925322507362","1812.5925322507362","1812.5925322507362"
"281784","1846.8183768266076","1846.8183768266076","1846.8183768266076","1837.9843112062792","1837.9843112062792","1837.9843112062792","1833.3273364043457","1833.3273364043457","1833.3273364043457"
"282381","1831.271089347209","1831.271089347209","1831.271089347209","1848.939156217493","1848.939156217493","1848.939156217493","1818.1762469922792","1818.1762469922792","1818.1762469922792"
"282978","1836.410583408892","1836.410583408892","1836.410583408892","1851.1076747132431","1851.1076747132431","1851.1076747132431","1826.9250566685685","1826.9250566685685","1826.9250566685685"
"283575","1844.1814348709133","1844.1814348709133","1844.1814348709133","1834.1303517715842","1834.1303517715842","1834.1303517715842","1809.7066429886554","1809.7066429886554","1809.7066429886554"
"284172","1842.5562663695969","1842.5562663695969","1842.5562663695969","1850.5620890411992","1850.5620890411992","1850.5620890411992","1823.88489411296","1823.88489411296","1823.88489411296"
"284769","1841.7141712336236","1841.7141712336236","1841.7141712336236","1855.875821686137","1855.875821686137","1855.875821686137","1835.668854696306","1835.668854696306","1835.668854696306"
"285366","1838.7031967282076","1838.7031967282076","1838.7031967282076","1825.336898308494","1825.336898308494","1825.336898308494","1839.9941939857226","1839.9941939857226","1839.9941939857226"
"285963","1815.822931208853","1815.822931208853","1815.822931208853","1837.0223022124967","1837.0223022124967","1837.0223022124967","1815.376641582075","1815.376641582075","1815.376641582075"
"286560","1842.7765432563037","1842.7765432563037","1842.7765432563037","1852.5047170989064","1852.5047170989064","1852.5047170989064","1827.0515301892824","1827.0515301892824","1827.0515301892824"
"287157","1838.2236988579275","1838.2236988579275","1838.2236988579275","1824.5442673544053","1824.5442673544053","1824.5442673544053","1839.3126197525403","1839.3126197525403","1839.3126197525403"
"287754","1850.2113892052637","1850.2113892052637","1850.2113892052637","1834.0413411832455","1834.0413411832455","1834.0413411832455","1851.5792476209645","1851.5792476209645","1851.5792476209645"
"288351","1827.4450928530434","1827.4450928530434","1827.4450928530434","1843.7168437505982","1843.7168437505982","1843.7168437505982","1800.659792054053","1800.659792054053","1800.659792054053"
"288948","1836.5563534813523","1836.5563534813523","1836.5563534813523","1839.9564295673126","1839.9564295673126","1839.9564295673126","1851.7636395316715","1851.7636395316715","1851.7636395316715"
"289545","1840.5549720964705","1840.5549720964705","1840.5549720964705","1847.1849679818297","1847.1849679818297","1847.1849679818297","1835.9096434804464","1835.9096434804464","1835.9096434804464"
"290142","1848.8524184884488","1848.8524184884488","1848.8524184884488","1860.4258791610525","1860.4258791610525","1860.4258791610525","1823.6812144992864","1823.6812144992864","1823.6812144992864"
"290739","1854.8711271385857","1854.8711271385857","1854.8711271385857","1852.6286952445607","1852.6286952445607","1852.6286952445607","1815.9632313419943","1815.9632313419943","1815.9632313419943"
"291336","1836.797678407424","1836.797678407424","1836.797678407424","1824.442128956874","1824.442128956874","1824.442128956874","1835.4470321760516","1835.4470321760516","1835.4470321760516"
"291933","1851.0427530101604","1851.0427530101604","1851.0427530101604","1823.9095269967522","1823.9095269967522","1823.9095269967522","1825.7283552185077","1825.7283552185077","1825.7283552185077"
"292530","1844.081423166117","1844.081423166117","1844.081423166117","1838.7814877235676","1838.7814877235676","1838.7814877235676","1834.8906599539027","1834.8906599539027","1834.8906599539027"
"293127","1850.7915411151891","1850.7915411151891","1850.7915411151891","1844.422681223057","1844.422681223057","1844.422681223057","1839.0791021558666","1839.0791021558666","1839.0791021558666"
"293724","1836.405681381486","1836.405681381486","1836.405681381486","1856.3559086357131","1856.3559086357131","1856.3559086357131","1839.4712913797873","1839.4712913797873","1839.4712913797873"
"294321","1843.7080601961636","1843.7080601961636","1843.7080601961636","1840.851745106008","1840.851745106008","1840.851745106008","1829.664819956507","1829.664819956507","1829.664819956507"
"294918","1838.1022598138486","1838.1022598138486","1838.1022598138486","1865.5400998717184","1865.5400998717184","1865.5400998717184","1832.876083248601","1832.876083248601","1832.876083248601"
"295515","1838.4199660458887","1838.4199660458887","1838.4199660458887","1856.9053700568338","1856.9053700568338","1856.9053700568338","1831.7528016934975","1831.7528016934975","1831.7528016934975"
"296112","1849.3926787621078","1849.3926787621078","1849.3926787621078","1834.0061600629979","1834.0061600629979","1834.0061600629979","1835.609269315216","1835.609269315216","1835.609269315216"
"296709","1834.4502727040658","1834.4502727040658","1834.4502727040658","1856.488735226672","1856.488735226672","1856.488735226672","1831.6855146238918","1831.6855146238918","1831.6855146238918"
"297306","1840.7610762892687","1840.7610762892687","1840.7610762892687","1839.0644549756823","1839.0644549756823","1839.0644549756823","1811.6340922402526","1811.6340922402526","1811.6340922402526"
"297903","1836.818380349216","1836.818380349216","1836.818380349216","1842.8268160342539","1842.8268160342539","1842.8268160342539","1829.132334733015","1829.132334733015","1829.132334733015"
"298500","1848.0500187529226","1848.0500187529226","1848.0500187529226","1854.3964404931305","1854.3964404931305","1854.3964404931305","1831.1959589392632","1831.1959589392632","1831.1959589392632"
"299097","1824.5561587262619","1824.5561587262619","1824.5561587262619","1840.3553357615986","1840.3553357615986","1840.3553357615986","1849.869481646736","1849.869481646736","1849.869481646736"
"299694","1844.460199689404","1844.460199689404","1844.460199689404","1841.7791739166464","1841.7791739166464","1841.7791739166464","1818.6347118873384","1818.6347118873384","1818.6347118873384"
"300291","1846.8441625405949","1846.8441625405949","1846.8441625405949","1844.4356213307176","1844.4356213307176","1844.4356213307176","1801.803087509675","1801.803087509675","1801.803087509675"
"300888","1831.8878612824694","1831.8878612824694","1831.8878612824694","1858.0030130185824","1858.0030130185824","1858.0030130185824","1840.209259731713","1840.209259731713","1840.209259731713"
"301485","1847.7976563557365","1847.7976563557365","1847.7976563557365","1841.8306040550751","1841.8306040550751","1841.8306040550751","1843.7566833912842","1843.7566833912842","1843.7566833912842"
