"Step","RoboPianist-repertoire-150-NocturneOp9No2-v0__42__1700128439 - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__42__1700128439 - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__42__1700128439 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700109973.655212--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700109973.655212--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700109973.655212--baseline-no-dropQ - train/return__MAX","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1700077505.1347733--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1700077505.1347733--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1700077505.1347733--baseline-no-dropQ - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1700045000.0311573--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1700045000.0311573--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1700045000.0311573--baseline-no-dropQ - train/return__MAX","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return__MAX","sacsag-NocturneOp9No2-seed-42-1699797665.8685763--relu-lr5e-4-three-head-clip - train/return","sacsag-NocturneOp9No2-seed-42-1699797665.8685763--relu-lr5e-4-three-head-clip - train/return__MIN","sacsag-NocturneOp9No2-seed-42-1699797665.8685763--relu-lr5e-4-three-head-clip - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699792010.5146313--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699792010.5146313--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699792010.5146313--relu-lr5e-4-one-head-no-clip - train/return__MAX","sacsag-NocturneOp9No2-seed-200-1699760587.9709177--relu-lr5e-4-three-head-clip - train/return","sacsag-NocturneOp9No2-seed-200-1699760587.9709177--relu-lr5e-4-three-head-clip - train/return__MIN","sacsag-NocturneOp9No2-seed-200-1699760587.9709177--relu-lr5e-4-three-head-clip - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1699757746.6513517--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1699757746.6513517--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1699757746.6513517--relu-lr5e-4-one-head-no-clip - train/return__MAX"
"587516","1422.9875565745351","1422.9875565745351","1422.9875565745351","1981.8932956220026","1981.8932956220026","1981.8932956220026","1377.1087081491985","1377.1087081491985","1377.1087081491985","1951.9530882437473","1951.9530882437473","1951.9530882437473","2045.5516856389","2045.5516856389","2045.5516856389","1407.3334242934739","1407.3334242934739","1407.3334242934739","2128.356247989929","2128.356247989929","2128.356247989929","2115.6566835933368","2115.6566835933368","2115.6566835933368","2128.181807736683","2128.181807736683","2128.181807736683","2109.220600940242","2109.220600940242","2109.220600940242"
"588285","1374.1863167922613","1374.1863167922613","1374.1863167922613","1984.2279272564995","1984.2279272564995","1984.2279272564995","1371.783672995429","1371.783672995429","1371.783672995429","1973.3983899287255","1973.3983899287255","1973.3983899287255","2040.0152729692104","2040.0152729692104","2040.0152729692104","1420.561846024381","1420.561846024381","1420.561846024381","2132.087311414862","2132.087311414862","2132.087311414862","2114.555457999619","2114.555457999619","2114.555457999619","2112.578763277537","2112.578763277537","2112.578763277537","2109.8489259538005","2109.8489259538005","2109.8489259538005"
"589054","1384.828727808429","1384.828727808429","1384.828727808429","1972.2518827841184","1972.2518827841184","1972.2518827841184","1318.6001590042881","1318.6001590042881","1318.6001590042881","1972.2590817075047","1972.2590817075047","1972.2590817075047","2046.7636631180726","2046.7636631180726","2046.7636631180726","1431.0122308981652","1431.0122308981652","1431.0122308981652","2121.199499025521","2121.199499025521","2121.199499025521","2109.065246138488","2109.065246138488","2109.065246138488","2129.8633654551118","2129.8633654551118","2129.8633654551118","2107.014673807121","2107.014673807121","2107.014673807121"
"589823","1433.4064978037788","1433.4064978037788","1433.4064978037788","1971.3893117866714","1971.3893117866714","1971.3893117866714","1316.3724705166173","1316.3724705166173","1316.3724705166173","1966.7852184202764","1966.7852184202764","1966.7852184202764","2042.8088985462896","2042.8088985462896","2042.8088985462896","1422.7865216240752","1422.7865216240752","1422.7865216240752","2126.0357164728666","2126.0357164728666","2126.0357164728666","2122.7430895912917","2122.7430895912917","2122.7430895912917","2118.893859376368","2118.893859376368","2118.893859376368","2110.349887298122","2110.349887298122","2110.349887298122"
"590592","1436.4623980533456","1436.4623980533456","1436.4623980533456","1986.4828838928456","1986.4828838928456","1986.4828838928456","1323.223492605629","1323.223492605629","1323.223492605629","1967.5215963887476","1967.5215963887476","1967.5215963887476","2036.5586704392842","2036.5586704392842","2036.5586704392842","1426.8015349961938","1426.8015349961938","1426.8015349961938","2125.963817574885","2125.963817574885","2125.963817574885","2110.6229078231518","2110.6229078231518","2110.6229078231518","2117.7453633200453","2117.7453633200453","2117.7453633200453","2107.42439015178","2107.42439015178","2107.42439015178"
"591361","1376.0912350398562","1376.0912350398562","1376.0912350398562","1976.0149685837725","1976.0149685837725","1976.0149685837725","1372.41548232326","1372.41548232326","1372.41548232326","1977.9280847159218","1977.9280847159218","1977.9280847159218","2040.9643201432727","2040.9643201432727","2040.9643201432727","1441.425979211246","1441.425979211246","1441.425979211246","2120.1940795319397","2120.1940795319397","2120.1940795319397","2121.377486259173","2121.377486259173","2121.377486259173","2124.0295749923753","2124.0295749923753","2124.0295749923753","2115.618704904134","2115.618704904134","2115.618704904134"
"592130","1435.3177934713392","1435.3177934713392","1435.3177934713392","1972.5082031389063","1972.5082031389063","1972.5082031389063","1372.135675459917","1372.135675459917","1372.135675459917","1974.121800997944","1974.121800997944","1974.121800997944","2042.9259197836527","2042.9259197836527","2042.9259197836527","1431.5992031950223","1431.5992031950223","1431.5992031950223","2126.71548124433","2126.71548124433","2126.71548124433","2116.9128655947534","2116.9128655947534","2116.9128655947534","2130.2735000397042","2130.2735000397042","2130.2735000397042","2128.6674341492817","2128.6674341492817","2128.6674341492817"
"592899","1433.150331410047","1433.150331410047","1433.150331410047","1986.2466896745013","1986.2466896745013","1986.2466896745013","1369.4636369006173","1369.4636369006173","1369.4636369006173","1980.1661045637302","1980.1661045637302","1980.1661045637302","2049.0775885002345","2049.0775885002345","2049.0775885002345","1423.3071855093067","1423.3071855093067","1423.3071855093067","2129.491119991811","2129.491119991811","2129.491119991811","2126.6363119495104","2126.6363119495104","2126.6363119495104","2132.5719756412623","2132.5719756412623","2132.5719756412623","2098.4047265867625","2098.4047265867625","2098.4047265867625"
"593668","1427.6950543212345","1427.6950543212345","1427.6950543212345","1978.561950929787","1978.561950929787","1978.561950929787","1324.4093549343536","1324.4093549343536","1324.4093549343536","1977.5215596775363","1977.5215596775363","1977.5215596775363","2036.6948421631241","2036.6948421631241","2036.6948421631241","1434.7194831572856","1434.7194831572856","1434.7194831572856","2127.523251037591","2127.523251037591","2127.523251037591","2104.5421994164726","2104.5421994164726","2104.5421994164726","2130.5923998566414","2130.5923998566414","2130.5923998566414","2111.7261023260785","2111.7261023260785","2111.7261023260785"
"594437","1433.00396230792","1433.00396230792","1433.00396230792","1995.9604335501774","1995.9604335501774","1995.9604335501774","1366.0361333008293","1366.0361333008293","1366.0361333008293","1964.1183824900293","1964.1183824900293","1964.1183824900293","2050.8640541575005","2050.8640541575005","2050.8640541575005","1423.170616212837","1423.170616212837","1423.170616212837","2129.7142823261024","2129.7142823261024","2129.7142823261024","2122.405470506087","2122.405470506087","2122.405470506087","2135.338612087631","2135.338612087631","2135.338612087631","2110.340227851933","2110.340227851933","2110.340227851933"
"595206","1375.656310984311","1375.656310984311","1375.656310984311","1984.9933081325019","1984.9933081325019","1984.9933081325019","1376.6039858682454","1376.6039858682454","1376.6039858682454","1979.4508679984692","1979.4508679984692","1979.4508679984692","2044.0875879853634","2044.0875879853634","2044.0875879853634","1437.7190533381208","1437.7190533381208","1437.7190533381208","2126.892092477655","2126.892092477655","2126.892092477655","2117.808154122509","2117.808154122509","2117.808154122509","2126.673590355861","2126.673590355861","2126.673590355861","2114.3446949412446","2114.3446949412446","2114.3446949412446"
"595975","1374.490649925935","1374.490649925935","1374.490649925935","1980.8929280023704","1980.8929280023704","1980.8929280023704","1369.3403586680884","1369.3403586680884","1369.3403586680884","1987.6135536705813","1987.6135536705813","1987.6135536705813","2038.8533228734614","2038.8533228734614","2038.8533228734614","1441.7689543098847","1441.7689543098847","1441.7689543098847","2129.205150804263","2129.205150804263","2129.205150804263","2116.1996945707515","2116.1996945707515","2116.1996945707515","2129.7152348901627","2129.7152348901627","2129.7152348901627","2107.068957929288","2107.068957929288","2107.068957929288"
"596744","1426.1386221848472","1426.1386221848472","1426.1386221848472","1965.8123014255414","1965.8123014255414","1965.8123014255414","1375.7274432908762","1375.7274432908762","1375.7274432908762","1971.778025727635","1971.778025727635","1971.778025727635","2035.2366407523612","2035.2366407523612","2035.2366407523612","1443.7731648279976","1443.7731648279976","1443.7731648279976","2122.818452834973","2122.818452834973","2122.818452834973","2118.711497383023","2118.711497383023","2118.711497383023","2123.268327774046","2123.268327774046","2123.268327774046","2115.3895810819768","2115.3895810819768","2115.3895810819768"
"597513","1423.1879932874683","1423.1879932874683","1423.1879932874683","1976.6456912830013","1976.6456912830013","1976.6456912830013","1366.1656078269107","1366.1656078269107","1366.1656078269107","1980.353365869031","1980.353365869031","1980.353365869031","2039.2881511859898","2039.2881511859898","2039.2881511859898","1452.5398388419899","1452.5398388419899","1452.5398388419899","2120.734449806157","2120.734449806157","2120.734449806157","2124.178218273681","2124.178218273681","2124.178218273681","2129.153813526067","2129.153813526067","2129.153813526067","2115.753532351657","2115.753532351657","2115.753532351657"
"598282","1428.8363554693715","1428.8363554693715","1428.8363554693715","1974.5877873824677","1974.5877873824677","1974.5877873824677","1311.1704217369945","1311.1704217369945","1311.1704217369945","1961.798786035071","1961.798786035071","1961.798786035071","2046.8435188465378","2046.8435188465378","2046.8435188465378","1451.9009625418696","1451.9009625418696","1451.9009625418696","2137.411826428126","2137.411826428126","2137.411826428126","2121.6274833458137","2121.6274833458137","2121.6274833458137","2134.697579488543","2134.697579488543","2134.697579488543","2125.438661760407","2125.438661760407","2125.438661760407"
"599051","1384.085862789272","1384.085862789272","1384.085862789272","1985.0826906081315","1985.0826906081315","1985.0826906081315","1268.4174541383202","1268.4174541383202","1268.4174541383202","1979.9696248837422","1979.9696248837422","1979.9696248837422","2041.564953143425","2041.564953143425","2041.564953143425","1455.1222105955005","1455.1222105955005","1455.1222105955005","2131.2273740833366","2131.2273740833366","2131.2273740833366","2117.086018127479","2117.086018127479","2117.086018127479","2124.605400299855","2124.605400299855","2124.605400299855","2108.0956293579984","2108.0956293579984","2108.0956293579984"
"599820","1422.2533887608538","1422.2533887608538","1422.2533887608538","1984.9182114600317","1984.9182114600317","1984.9182114600317","1253.5093376268992","1253.5093376268992","1253.5093376268992","1967.7020939861604","1967.7020939861604","1967.7020939861604","2049.683454059412","2049.683454059412","2049.683454059412","1452.4293270414878","1452.4293270414878","1452.4293270414878","2136.127453076623","2136.127453076623","2136.127453076623","2108.466228344179","2108.466228344179","2108.466228344179","2135.8678771012983","2135.8678771012983","2135.8678771012983","2119.817517419247","2119.817517419247","2119.817517419247"
"600589","1427.5410591808168","1427.5410591808168","1427.5410591808168","1990.7835156469691","1990.7835156469691","1990.7835156469691","1249.6117740105906","1249.6117740105906","1249.6117740105906","1985.304122649258","1985.304122649258","1985.304122649258","2036.9830582732936","2036.9830582732936","2036.9830582732936","1453.8223766631086","1453.8223766631086","1453.8223766631086","2127.312402535596","2127.312402535596","2127.312402535596","2121.0613316408585","2121.0613316408585","2121.0613316408585","2127.808547641949","2127.808547641949","2127.808547641949","2124.7991193557114","2124.7991193557114","2124.7991193557114"
"601358","1410.2840807425334","1410.2840807425334","1410.2840807425334","1994.7261633901992","1994.7261633901992","1994.7261633901992","1313.9313110616968","1313.9313110616968","1313.9313110616968","1969.8500788648328","1969.8500788648328","1969.8500788648328","2034.0382099680169","2034.0382099680169","2034.0382099680169","1452.2450207808245","1452.2450207808245","1452.2450207808245","2131.9533097012577","2131.9533097012577","2131.9533097012577","2125.1259012770065","2125.1259012770065","2125.1259012770065","2135.410696987675","2135.410696987675","2135.410696987675","2117.477728288395","2117.477728288395","2117.477728288395"
"602127","1408.1686987322707","1408.1686987322707","1408.1686987322707","1991.1875188331012","1991.1875188331012","1991.1875188331012","1297.883169346113","1297.883169346113","1297.883169346113","1979.448982166882","1979.448982166882","1979.448982166882","2032.8750100503432","2032.8750100503432","2032.8750100503432","1454.54756400513","1454.54756400513","1454.54756400513","2121.3738069748424","2121.3738069748424","2121.3738069748424","2134.1367897847144","2134.1367897847144","2134.1367897847144","2129.3000464449915","2129.3000464449915","2129.3000464449915","2115.552971939541","2115.552971939541","2115.552971939541"
"602896","1361.2863738315727","1361.2863738315727","1361.2863738315727","2004.5343533347746","2004.5343533347746","2004.5343533347746","1363.8979964521166","1363.8979964521166","1363.8979964521166","1961.4735877168946","1961.4735877168946","1961.4735877168946","2036.3526257558178","2036.3526257558178","2036.3526257558178","1461.2583926602272","1461.2583926602272","1461.2583926602272","2146.3010486092703","2146.3010486092703","2146.3010486092703","2113.7776847205587","2113.7776847205587","2113.7776847205587","2120.5634155169687","2120.5634155169687","2120.5634155169687","2116.162977243376","2116.162977243376","2116.162977243376"
"603665","1407.8502710030684","1407.8502710030684","1407.8502710030684","1987.137351633679","1987.137351633679","1987.137351633679","1349.3964288662785","1349.3964288662785","1349.3964288662785","1944.4141904890469","1944.4141904890469","1944.4141904890469","2045.8222618539442","2045.8222618539442","2045.8222618539442","1465.1748247942014","1465.1748247942014","1465.1748247942014","2129.154743576516","2129.154743576516","2129.154743576516","2121.51154440708","2121.51154440708","2121.51154440708","2136.228816177543","2136.228816177543","2136.228816177543","2120.3751149457994","2120.3751149457994","2120.3751149457994"
"604434","1420.46570870726","1420.46570870726","1420.46570870726","1987.826600755334","1987.826600755334","1987.826600755334","1364.011217620054","1364.011217620054","1364.011217620054","1967.9257857977523","1967.9257857977523","1967.9257857977523","2042.1349477650901","2042.1349477650901","2042.1349477650901","1459.8999535677424","1459.8999535677424","1459.8999535677424","2125.9210176957313","2125.9210176957313","2125.9210176957313","2123.5461018524884","2123.5461018524884","2123.5461018524884","2134.234802519864","2134.234802519864","2134.234802519864","2126.7820857589195","2126.7820857589195","2126.7820857589195"
"605203","1433.985453313186","1433.985453313186","1433.985453313186","1984.160886478776","1984.160886478776","1984.160886478776","1363.3197134392726","1363.3197134392726","1363.3197134392726","1968.2835457109413","1968.2835457109413","1968.2835457109413","2037.2306881930365","2037.2306881930365","2037.2306881930365","1461.3432496632424","1461.3432496632424","1461.3432496632424","2128.3204755231686","2128.3204755231686","2128.3204755231686","2113.5593813370992","2113.5593813370992","2113.5593813370992","2147.2886798704612","2147.2886798704612","2147.2886798704612","2111.940492617098","2111.940492617098","2111.940492617098"
"605972","1421.765656262648","1421.765656262648","1421.765656262648","1985.1604747199508","1985.1604747199508","1985.1604747199508","1347.894745116884","1347.894745116884","1347.894745116884","1970.9765707143667","1970.9765707143667","1970.9765707143667","2036.526862818719","2036.526862818719","2036.526862818719","1456.6893156917567","1456.6893156917567","1456.6893156917567","2137.1661376632537","2137.1661376632537","2137.1661376632537","2117.39064439236","2117.39064439236","2117.39064439236","2141.781139030472","2141.781139030472","2141.781139030472","2120.0452464829214","2120.0452464829214","2120.0452464829214"
"606741","1415.0364851061595","1415.0364851061595","1415.0364851061595","1987.5806474032781","1987.5806474032781","1987.5806474032781","1352.8312271982954","1352.8312271982954","1352.8312271982954","1976.3722322816955","1976.3722322816955","1976.3722322816955","2047.0419091274296","2047.0419091274296","2047.0419091274296","1466.0951128819315","1466.0951128819315","1466.0951128819315","2131.056302304756","2131.056302304756","2131.056302304756","2115.5481341732825","2115.5481341732825","2115.5481341732825","2132.0205870634477","2132.0205870634477","2132.0205870634477","2120.6021526791487","2120.6021526791487","2120.6021526791487"
"607510","1431.6969860621298","1431.6969860621298","1431.6969860621298","1984.6101445008408","1984.6101445008408","1984.6101445008408","1355.686211918627","1355.686211918627","1355.686211918627","1980.3956478230255","1980.3956478230255","1980.3956478230255","2038.4940138073753","2038.4940138073753","2038.4940138073753","1462.0568646147283","1462.0568646147283","1462.0568646147283","2138.484833518653","2138.484833518653","2138.484833518653","2112.832954405825","2112.832954405825","2112.832954405825","2133.409817176144","2133.409817176144","2133.409817176144","2126.725282519869","2126.725282519869","2126.725282519869"
"608279","1409.0061662861888","1409.0061662861888","1409.0061662861888","1988.6302286499808","1988.6302286499808","1988.6302286499808","1301.6041775313574","1301.6041775313574","1301.6041775313574","1982.285602002728","1982.285602002728","1982.285602002728","2038.5382917628085","2038.5382917628085","2038.5382917628085","1449.2985623083794","1449.2985623083794","1449.2985623083794","2126.681920595251","2126.681920595251","2126.681920595251","2119.454645998457","2119.454645998457","2119.454645998457","2131.9776884564535","2131.9776884564535","2131.9776884564535","2115.4253823965037","2115.4253823965037","2115.4253823965037"
"609048","1426.4050375883915","1426.4050375883915","1426.4050375883915","1991.1101248460482","1991.1101248460482","1991.1101248460482","1343.98064959044","1343.98064959044","1343.98064959044","1989.8475668394422","1989.8475668394422","1989.8475668394422","2049.122187671573","2049.122187671573","2049.122187671573","1451.344313453054","1451.344313453054","1451.344313453054","2121.253161408507","2121.253161408507","2121.253161408507","2125.606023420375","2125.606023420375","2125.606023420375","2124.8500601203255","2124.8500601203255","2124.8500601203255","2114.8096671380067","2114.8096671380067","2114.8096671380067"
"609817","1368.309598814408","1368.309598814408","1368.309598814408","1984.5254398341683","1984.5254398341683","1984.5254398341683","1364.3559564378663","1364.3559564378663","1364.3559564378663","1973.780083081916","1973.780083081916","1973.780083081916","2050.4092751708845","2050.4092751708845","2050.4092751708845","1459.3143824515819","1459.3143824515819","1459.3143824515819","2131.2578523296233","2131.2578523296233","2131.2578523296233","2129.6520344083565","2129.6520344083565","2129.6520344083565","2133.008576109822","2133.008576109822","2133.008576109822","2116.789490042799","2116.789490042799","2116.789490042799"
"610586","1436.7583803181697","1436.7583803181697","1436.7583803181697","1972.0225535618863","1972.0225535618863","1972.0225535618863","1362.9665469914075","1362.9665469914075","1362.9665469914075","1991.1181096021128","1991.1181096021128","1991.1181096021128","2048.7398673027083","2048.7398673027083","2048.7398673027083","1449.9779874118396","1449.9779874118396","1449.9779874118396","2130.246310584303","2130.246310584303","2130.246310584303","2118.8191057127983","2118.8191057127983","2118.8191057127983","2133.657705002007","2133.657705002007","2133.657705002007","2114.9092386200364","2114.9092386200364","2114.9092386200364"
"611355","1435.7563431095246","1435.7563431095246","1435.7563431095246","1985.6952056067407","1985.6952056067407","1985.6952056067407","1361.2692278259399","1361.2692278259399","1361.2692278259399","1976.791957568369","1976.791957568369","1976.791957568369","2045.6519770851514","2045.6519770851514","2045.6519770851514","1444.164828735192","1444.164828735192","1444.164828735192","2123.615129478468","2123.615129478468","2123.615129478468","2132.0983386051726","2132.0983386051726","2132.0983386051726","2120.518830068067","2120.518830068067","2120.518830068067","2125.794737786527","2125.794737786527","2125.794737786527"
"612124","1428.2931639162377","1428.2931639162377","1428.2931639162377","1993.8557003039853","1993.8557003039853","1993.8557003039853","1375.8056827656435","1375.8056827656435","1375.8056827656435","1974.406874217649","1974.406874217649","1974.406874217649","2049.787834807251","2049.787834807251","2049.787834807251","1435.225985848015","1435.225985848015","1435.225985848015","2138.0646900972606","2138.0646900972606","2138.0646900972606","2111.7726096600823","2111.7726096600823","2111.7726096600823","2131.377945587388","2131.377945587388","2131.377945587388","2109.5656517433717","2109.5656517433717","2109.5656517433717"
"612893","1433.8585861807303","1433.8585861807303","1433.8585861807303","1988.5472774410946","1988.5472774410946","1988.5472774410946","1365.138768055282","1365.138768055282","1365.138768055282","1973.4439726413218","1973.4439726413218","1973.4439726413218","2051.9047563525323","2051.9047563525323","2051.9047563525323","1439.1212097393611","1439.1212097393611","1439.1212097393611","2133.53527979602","2133.53527979602","2133.53527979602","2123.746315162761","2123.746315162761","2123.746315162761","2130.8936489963694","2130.8936489963694","2130.8936489963694","2107.1811190869853","2107.1811190869853","2107.1811190869853"
"613662","1414.4522252911393","1414.4522252911393","1414.4522252911393","1981.5827951688973","1981.5827951688973","1981.5827951688973","1362.2983868261797","1362.2983868261797","1362.2983868261797","1958.9037297117636","1958.9037297117636","1958.9037297117636","2043.9697005477874","2043.9697005477874","2043.9697005477874","1431.3874763057795","1431.3874763057795","1431.3874763057795","2125.8761315962047","2125.8761315962047","2125.8761315962047","2128.4698653117666","2128.4698653117666","2128.4698653117666","2122.293780736243","2122.293780736243","2122.293780736243","2107.2740007959014","2107.2740007959014","2107.2740007959014"
"614431","1347.080889817286","1347.080889817286","1347.080889817286","1981.7491927747851","1981.7491927747851","1981.7491927747851","1373.371168596188","1373.371168596188","1373.371168596188","1968.07586118462","1968.07586118462","1968.07586118462","2054.3192266968053","2054.3192266968053","2054.3192266968053","1440.273642149178","1440.273642149178","1440.273642149178","2127.1603450276466","2127.1603450276466","2127.1603450276466","2130.098732851413","2130.098732851413","2130.098732851413","2129.713872889102","2129.713872889102","2129.713872889102","2116.0828101361735","2116.0828101361735","2116.0828101361735"
"615200","1434.7095082892695","1434.7095082892695","1434.7095082892695","1993.9362940161752","1993.9362940161752","1993.9362940161752","1365.5943497632643","1365.5943497632643","1365.5943497632643","1983.7388806894276","1983.7388806894276","1983.7388806894276","2045.377492858782","2045.377492858782","2045.377492858782","1431.751462755123","1431.751462755123","1431.751462755123","2137.8487355476614","2137.8487355476614","2137.8487355476614","2136.0948915622353","2136.0948915622353","2136.0948915622353","2132.449169179458","2132.449169179458","2132.449169179458","2111.1581476385636","2111.1581476385636","2111.1581476385636"
"615969","1438.5544994030874","1438.5544994030874","1438.5544994030874","1989.2283777759385","1989.2283777759385","1989.2283777759385","1360.6561665487297","1360.6561665487297","1360.6561665487297","1975.139916875617","1975.139916875617","1975.139916875617","2057.300192931171","2057.300192931171","2057.300192931171","1444.351716945484","1444.351716945484","1444.351716945484","2141.670363554437","2141.670363554437","2141.670363554437","2116.0819173615723","2116.0819173615723","2116.0819173615723","2130.3025948937984","2130.3025948937984","2130.3025948937984","2123.917533917817","2123.917533917817","2123.917533917817"
"616738","1437.292482467812","1437.292482467812","1437.292482467812","1979.2465872152436","1979.2465872152436","1979.2465872152436","1365.9789946603985","1365.9789946603985","1365.9789946603985","1983.9972522100645","1983.9972522100645","1983.9972522100645","2044.4377377979413","2044.4377377979413","2044.4377377979413","1443.115903592289","1443.115903592289","1443.115903592289","2119.416852327225","2119.416852327225","2119.416852327225","2129.4678183038286","2129.4678183038286","2129.4678183038286","2132.6451382312875","2132.6451382312875","2132.6451382312875","2120.1014180752763","2120.1014180752763","2120.1014180752763"
"617507","1436.1532227401544","1436.1532227401544","1436.1532227401544","1982.4477805919862","1982.4477805919862","1982.4477805919862","1359.9530773672593","1359.9530773672593","1359.9530773672593","1978.854009056122","1978.854009056122","1978.854009056122","2044.5329080059341","2044.5329080059341","2044.5329080059341","1454.8181644176625","1454.8181644176625","1454.8181644176625","2135.654690960559","2135.654690960559","2135.654690960559","2115.031911156289","2115.031911156289","2115.031911156289","2132.751093370456","2132.751093370456","2132.751093370456","2111.9741825923406","2111.9741825923406","2111.9741825923406"
"618276","1435.847363369669","1435.847363369669","1435.847363369669","1990.9961257266534","1990.9961257266534","1990.9961257266534","1371.9206995763002","1371.9206995763002","1371.9206995763002","1973.242717027628","1973.242717027628","1973.242717027628","2058.3737435848207","2058.3737435848207","2058.3737435848207","1455.0829918802374","1455.0829918802374","1455.0829918802374","2130.580117910436","2130.580117910436","2130.580117910436","2117.752654738967","2117.752654738967","2117.752654738967","2124.5064373703844","2124.5064373703844","2124.5064373703844","2121.8414163293223","2121.8414163293223","2121.8414163293223"
"619045","1437.2420648621364","1437.2420648621364","1437.2420648621364","1985.072023500636","1985.072023500636","1985.072023500636","1334.08923797362","1334.08923797362","1334.08923797362","1974.8461096110439","1974.8461096110439","1974.8461096110439","2034.4469607797598","2034.4469607797598","2034.4469607797598","1457.7911038896525","1457.7911038896525","1457.7911038896525","2128.6192064967563","2128.6192064967563","2128.6192064967563","2122.4468952058774","2122.4468952058774","2122.4468952058774","2131.8714224652813","2131.8714224652813","2131.8714224652813","2118.3034420892195","2118.3034420892195","2118.3034420892195"
"619814","1440.0109427349985","1440.0109427349985","1440.0109427349985","2009.7412555090416","2009.7412555090416","2009.7412555090416","1335.7584107772498","1335.7584107772498","1335.7584107772498","1974.43421041864","1974.43421041864","1974.43421041864","2045.4365746342191","2045.4365746342191","2045.4365746342191","1448.7868516083577","1448.7868516083577","1448.7868516083577","2133.4450700667667","2133.4450700667667","2133.4450700667667","2118.6819748621538","2118.6819748621538","2118.6819748621538","2130.817702176461","2130.817702176461","2130.817702176461","2121.764444439754","2121.764444439754","2121.764444439754"
"620583","1382.9220035747073","1382.9220035747073","1382.9220035747073","1997.5666456183415","1997.5666456183415","1997.5666456183415","1378.3064069528132","1378.3064069528132","1378.3064069528132","1960.5726282180485","1960.5726282180485","1960.5726282180485","2038.7619270381203","2038.7619270381203","2038.7619270381203","1450.4613725044806","1450.4613725044806","1450.4613725044806","2125.3336437902167","2125.3336437902167","2125.3336437902167","2117.0428409395945","2117.0428409395945","2117.0428409395945","2138.5890789544633","2138.5890789544633","2138.5890789544633","2117.2812595520877","2117.2812595520877","2117.2812595520877"
"621352","1448.6533596057645","1448.6533596057645","1448.6533596057645","1999.5827780148156","1999.5827780148156","1999.5827780148156","1381.313068128135","1381.313068128135","1381.313068128135","1981.2251880444542","1981.2251880444542","1981.2251880444542","2041.234523077461","2041.234523077461","2041.234523077461","1463.0722524955852","1463.0722524955852","1463.0722524955852","2126.5524708685634","2126.5524708685634","2126.5524708685634","2136.607333148155","2136.607333148155","2136.607333148155","2141.8080618807257","2141.8080618807257","2141.8080618807257","2114.0388644856775","2114.0388644856775","2114.0388644856775"
"622121","1449.7055479505723","1449.7055479505723","1449.7055479505723","1983.4166103108391","1983.4166103108391","1983.4166103108391","1377.7653665512662","1377.7653665512662","1377.7653665512662","1986.116109748962","1986.116109748962","1986.116109748962","2048.129098838142","2048.129098838142","2048.129098838142","1456.7864544624845","1456.7864544624845","1456.7864544624845","2119.8490062184464","2119.8490062184464","2119.8490062184464","2119.4493313370904","2119.4493313370904","2119.4493313370904","2126.625919016318","2126.625919016318","2126.625919016318","2120.18332494537","2120.18332494537","2120.18332494537"
