"Step","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-44-1699883196.667999--dipo-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-44-1699883196.667999--dipo-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-44-1699883196.667999--dipo-clipaction-NocturneOp9No2 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1699883171.8948--dipo-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1699883171.8948--dipo-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1699883171.8948--dipo-clipaction-NocturneOp9No2 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return__MAX"
"190712","2138.2421685618383","2138.2421685618383","2138.2421685618383","2136.2011270948274","2136.2011270948274","2136.2011270948274","2125.84330050547","2125.84330050547","2125.84330050547"
"191481","2142.074488048746","2142.074488048746","2142.074488048746","2145.2088772223515","2145.2088772223515","2145.2088772223515","2132.375751952423","2132.375751952423","2132.375751952423"
"192250","2138.6461624485055","2138.6461624485055","2138.6461624485055","2133.8740513822163","2133.8740513822163","2133.8740513822163","2131.475359752905","2131.475359752905","2131.475359752905"
"193019","2132.174618241004","2132.174618241004","2132.174618241004","2139.544251987716","2139.544251987716","2139.544251987716","2131.277215840757","2131.277215840757","2131.277215840757"
"193788","2138.6770490309264","2138.6770490309264","2138.6770490309264","2137.613318134145","2137.613318134145","2137.613318134145","2137.4438619741213","2137.4438619741213","2137.4438619741213"
"194557","2127.8120325604978","2127.8120325604978","2127.8120325604978","2135.503895019375","2135.503895019375","2135.503895019375","2124.064652878205","2124.064652878205","2124.064652878205"
"195326","2130.6631098072994","2130.6631098072994","2130.6631098072994","2142.6831519003026","2142.6831519003026","2142.6831519003026","2132.902246121008","2132.902246121008","2132.902246121008"
"196095","2142.9863591057206","2142.9863591057206","2142.9863591057206","2123.8912635669067","2123.8912635669067","2123.8912635669067","2130.8619813685277","2130.8619813685277","2130.8619813685277"
"196864","2136.241977946995","2136.241977946995","2136.241977946995","2123.5751952172295","2123.5751952172295","2123.5751952172295","2139.6628775134595","2139.6628775134595","2139.6628775134595"
"197633","2135.915556857916","2135.915556857916","2135.915556857916","2133.986975514834","2133.986975514834","2133.986975514834","2126.1185239454862","2126.1185239454862","2126.1185239454862"
"198402","2149.61427135718","2149.61427135718","2149.61427135718","2136.557486774762","2136.557486774762","2136.557486774762","2137.7597775243125","2137.7597775243125","2137.7597775243125"
"199171","2146.1220024309146","2146.1220024309146","2146.1220024309146","2146.403651496723","2146.403651496723","2146.403651496723","2125.6009614801947","2125.6009614801947","2125.6009614801947"
"199940","2143.9062825204664","2143.9062825204664","2143.9062825204664","2140.780276501524","2140.780276501524","2140.780276501524","2136.099057231305","2136.099057231305","2136.099057231305"
"200709","2148.863728760907","2148.863728760907","2148.863728760907","2142.5543360459797","2142.5543360459797","2142.5543360459797","2138.2018067842087","2138.2018067842087","2138.2018067842087"
"201478","2149.146281632016","2149.146281632016","2149.146281632016","2148.3432514714436","2148.3432514714436","2148.3432514714436","2122.2628637084094","2122.2628637084094","2122.2628637084094"
"202247","2146.7577914203284","2146.7577914203284","2146.7577914203284","2136.9408333097817","2136.9408333097817","2136.9408333097817","2137.308093753253","2137.308093753253","2137.308093753253"
"203016","2148.7651570305807","2148.7651570305807","2148.7651570305807","2141.835528793998","2141.835528793998","2141.835528793998","2142.2301963133455","2142.2301963133455","2142.2301963133455"
"203785","2141.9699112513795","2141.9699112513795","2141.9699112513795","2139.685593028163","2139.685593028163","2139.685593028163","2137.066072933669","2137.066072933669","2137.066072933669"
"204554","2150.689775839378","2150.689775839378","2150.689775839378","2133.6719196634635","2133.6719196634635","2133.6719196634635","2135.826001353477","2135.826001353477","2135.826001353477"
"205323","2138.300295554901","2138.300295554901","2138.300295554901","2152.6807761646264","2152.6807761646264","2152.6807761646264","2145.9126080690316","2145.9126080690316","2145.9126080690316"
"206092","2155.4297188492865","2155.4297188492865","2155.4297188492865","2147.637678946499","2147.637678946499","2147.637678946499","2142.5937483213943","2142.5937483213943","2142.5937483213943"
"206861","2146.4631591349525","2146.4631591349525","2146.4631591349525","2142.929347208452","2142.929347208452","2142.929347208452","2143.6838450308214","2143.6838450308214","2143.6838450308214"
"207630","2146.5240055100417","2146.5240055100417","2146.5240055100417","2144.2685182748946","2144.2685182748946","2144.2685182748946","2129.0272448309815","2129.0272448309815","2129.0272448309815"
"208399","2147.510339226425","2147.510339226425","2147.510339226425","2139.96390211179","2139.96390211179","2139.96390211179","2143.575161711031","2143.575161711031","2143.575161711031"
"209168","2143.79351817516","2143.79351817516","2143.79351817516","2141.379967951398","2141.379967951398","2141.379967951398","2142.796763674544","2142.796763674544","2142.796763674544"
"209937","2142.603763677473","2142.603763677473","2142.603763677473","2140.9955152159473","2140.9955152159473","2140.9955152159473","2140.4834156088014","2140.4834156088014","2140.4834156088014"
"210706","2149.3666853376762","2149.3666853376762","2149.3666853376762","2142.5779837674195","2142.5779837674195","2142.5779837674195","2136.137148308311","2136.137148308311","2136.137148308311"
"211475","2154.1938794161083","2154.1938794161083","2154.1938794161083","2144.6145585306417","2144.6145585306417","2144.6145585306417","2143.4023750375623","2143.4023750375623","2143.4023750375623"
"212244","2154.67256927876","2154.67256927876","2154.67256927876","2147.4449994211486","2147.4449994211486","2147.4449994211486","2135.204558925324","2135.204558925324","2135.204558925324"
"213013","2148.2134487875155","2148.2134487875155","2148.2134487875155","2139.8521488508554","2139.8521488508554","2139.8521488508554","2138.0667031138414","2138.0667031138414","2138.0667031138414"
"213782","2145.256493488564","2145.256493488564","2145.256493488564","2138.0564936903456","2138.0564936903456","2138.0564936903456","2145.173875263397","2145.173875263397","2145.173875263397"
"214551","2145.268140214813","2145.268140214813","2145.268140214813","2144.4472604727753","2144.4472604727753","2144.4472604727753","2138.445084240213","2138.445084240213","2138.445084240213"
"215320","2136.922861076113","2136.922861076113","2136.922861076113","2140.639932300972","2140.639932300972","2140.639932300972","2140.9867966769098","2140.9867966769098","2140.9867966769098"
"216089","2148.201099732905","2148.201099732905","2148.201099732905","2139.8318424258487","2139.8318424258487","2139.8318424258487","2141.764957762854","2141.764957762854","2141.764957762854"
"216858","2145.877546501246","2145.877546501246","2145.877546501246","2144.2455611122273","2144.2455611122273","2144.2455611122273","2136.4489971753615","2136.4489971753615","2136.4489971753615"
"217627","2150.2128460220797","2150.2128460220797","2150.2128460220797","2147.5402096526423","2147.5402096526423","2147.5402096526423","2132.608087687248","2132.608087687248","2132.608087687248"
"218396","2149.3762917369386","2149.3762917369386","2149.3762917369386","2142.6097236548003","2142.6097236548003","2142.6097236548003","2136.9792744912133","2136.9792744912133","2136.9792744912133"
"219165","2151.9277721226513","2151.9277721226513","2151.9277721226513","2150.802336954066","2150.802336954066","2150.802336954066","2132.2057772700114","2132.2057772700114","2132.2057772700114"
"219934","2147.645000718077","2147.645000718077","2147.645000718077","2139.6486878347705","2139.6486878347705","2139.6486878347705","2137.7153125359305","2137.7153125359305","2137.7153125359305"
"220703","2150.4525688529093","2150.4525688529093","2150.4525688529093","2143.8114829901974","2143.8114829901974","2143.8114829901974","2142.100078345485","2142.100078345485","2142.100078345485"
"221472","2150.1219668168483","2150.1219668168483","2150.1219668168483","2155.465937692316","2155.465937692316","2155.465937692316","2148.587944271716","2148.587944271716","2148.587944271716"
"222241","2151.868426009266","2151.868426009266","2151.868426009266","2152.641746429753","2152.641746429753","2152.641746429753","2147.492941397351","2147.492941397351","2147.492941397351"
"223010","2156.8145659855086","2156.8145659855086","2156.8145659855086","2156.9835658837765","2156.9835658837765","2156.9835658837765","2144.7404382547097","2144.7404382547097","2144.7404382547097"
"223779","2152.4273868097475","2152.4273868097475","2152.4273868097475","2156.2982692464184","2156.2982692464184","2156.2982692464184","2137.6580034600315","2137.6580034600315","2137.6580034600315"
"224548","2154.6784703048634","2154.6784703048634","2154.6784703048634","2146.6624113705825","2146.6624113705825","2146.6624113705825","2141.7880759694954","2141.7880759694954","2141.7880759694954"
"225317","2157.9264659334963","2157.9264659334963","2157.9264659334963","2134.976095335455","2134.976095335455","2134.976095335455","2139.7630643422885","2139.7630643422885","2139.7630643422885"
"226086","2147.216969056562","2147.216969056562","2147.216969056562","2159.6713821552626","2159.6713821552626","2159.6713821552626","2146.412037494695","2146.412037494695","2146.412037494695"
"226855","2153.0885183108535","2153.0885183108535","2153.0885183108535","2151.7764432855865","2151.7764432855865","2151.7764432855865","2141.1366426214095","2141.1366426214095","2141.1366426214095"
"227624","2154.0127509356826","2154.0127509356826","2154.0127509356826","2155.6335819743153","2155.6335819743153","2155.6335819743153","2144.1169624762483","2144.1169624762483","2144.1169624762483"
"228393","2157.9882096295664","2157.9882096295664","2157.9882096295664","2156.724187968724","2156.724187968724","2156.724187968724","2143.4085355287157","2143.4085355287157","2143.4085355287157"
"229162","2152.78820070066","2152.78820070066","2152.78820070066","2147.932599795773","2147.932599795773","2147.932599795773","2142.3282355415836","2142.3282355415836","2142.3282355415836"
"229931","2151.883388218039","2151.883388218039","2151.883388218039","2152.9834752447105","2152.9834752447105","2152.9834752447105","2148.7586909644506","2148.7586909644506","2148.7586909644506"
"230700","2148.798074326698","2148.798074326698","2148.798074326698","2148.4932887406235","2148.4932887406235","2148.4932887406235","2146.4263375021055","2146.4263375021055","2146.4263375021055"
"231469","2160.186834191693","2160.186834191693","2160.186834191693","2150.6207630311724","2150.6207630311724","2150.6207630311724","2134.8755133065442","2134.8755133065442","2134.8755133065442"
"232238","2149.3384269555513","2149.3384269555513","2149.3384269555513","2150.7571751457845","2150.7571751457845","2150.7571751457845","2144.611493023637","2144.611493023637","2144.611493023637"
"233007","2141.6981662322055","2141.6981662322055","2141.6981662322055","2153.630128867865","2153.630128867865","2153.630128867865","2146.435441397655","2146.435441397655","2146.435441397655"
"233776","2155.388251163469","2155.388251163469","2155.388251163469","2142.9840290662387","2142.9840290662387","2142.9840290662387","2160.932691426502","2160.932691426502","2160.932691426502"
"234545","2161.20195345129","2161.20195345129","2161.20195345129","2134.459427163686","2134.459427163686","2134.459427163686","2142.253765173406","2142.253765173406","2142.253765173406"
"235314","2158.488546659724","2158.488546659724","2158.488546659724","2155.1918131295993","2155.1918131295993","2155.1918131295993","2146.179400229591","2146.179400229591","2146.179400229591"
"236083","2160.232056919222","2160.232056919222","2160.232056919222","2157.545290193713","2157.545290193713","2157.545290193713","2136.7680192914577","2136.7680192914577","2136.7680192914577"
"236852","2150.560628421616","2150.560628421616","2150.560628421616","2162.3640193099877","2162.3640193099877","2162.3640193099877","2147.3711031623307","2147.3711031623307","2147.3711031623307"
"237621","2149.879237172029","2149.879237172029","2149.879237172029","2146.2767947460466","2146.2767947460466","2146.2767947460466","2141.7935551946525","2141.7935551946525","2141.7935551946525"
"238390","2154.0731861441295","2154.0731861441295","2154.0731861441295","2158.290729938832","2158.290729938832","2158.290729938832","2154.8102725670997","2154.8102725670997","2154.8102725670997"
"239159","2153.0835206642055","2153.0835206642055","2153.0835206642055","2150.0144228331114","2150.0144228331114","2150.0144228331114","2152.6939758518006","2152.6939758518006","2152.6939758518006"
"239928","2150.5501473630165","2150.5501473630165","2150.5501473630165","2146.2557204306822","2146.2557204306822","2146.2557204306822","2147.2382610222066","2147.2382610222066","2147.2382610222066"
"240697","2155.9625349985054","2155.9625349985054","2155.9625349985054","2157.472972515248","2157.472972515248","2157.472972515248","2149.6437484891103","2149.6437484891103","2149.6437484891103"
"241466","2156.3419472021487","2156.3419472021487","2156.3419472021487","2146.432095776099","2146.432095776099","2146.432095776099","2143.913343499326","2143.913343499326","2143.913343499326"
"242235","2167.1828733951597","2167.1828733951597","2167.1828733951597","2148.029642253568","2148.029642253568","2148.029642253568","2154.156607625887","2154.156607625887","2154.156607625887"
"243004","2163.140489167484","2163.140489167484","2163.140489167484","2151.5910563035277","2151.5910563035277","2151.5910563035277","2142.6948553858447","2142.6948553858447","2142.6948553858447"
"243773","2166.295080844327","2166.295080844327","2166.295080844327","2150.9062029828237","2150.9062029828237","2150.9062029828237","2150.4012911432796","2150.4012911432796","2150.4012911432796"
"244542","2161.8965106768637","2161.8965106768637","2161.8965106768637","2144.047597499184","2144.047597499184","2144.047597499184","2152.3842362444047","2152.3842362444047","2152.3842362444047"
"245311","2149.6030025280825","2149.6030025280825","2149.6030025280825","2151.499881485262","2151.499881485262","2151.499881485262","2156.1670247082966","2156.1670247082966","2156.1670247082966"
"246080","2155.849930936293","2155.849930936293","2155.849930936293","2162.135297807263","2162.135297807263","2162.135297807263","2162.5283679706363","2162.5283679706363","2162.5283679706363"
"246849","2156.263058894125","2156.263058894125","2156.263058894125","2155.6829411235226","2155.6829411235226","2155.6829411235226","2155.0125954749874","2155.0125954749874","2155.0125954749874"
"247618","2160.8450719318444","2160.8450719318444","2160.8450719318444","2159.3360678420427","2159.3360678420427","2159.3360678420427","2156.3900480005113","2156.3900480005113","2156.3900480005113"
"248387","2161.4904233337365","2161.4904233337365","2161.4904233337365","2158.755848331089","2158.755848331089","2158.755848331089","2152.5676153702652","2152.5676153702652","2152.5676153702652"
"249156","2153.517761743578","2153.517761743578","2153.517761743578","2172.663264626642","2172.663264626642","2172.663264626642","2139.6183961345855","2139.6183961345855","2139.6183961345855"
"249925","2153.1554633474902","2153.1554633474902","2153.1554633474902","2169.9564367089265","2169.9564367089265","2169.9564367089265","2159.633193251848","2159.633193251848","2159.633193251848"
"250694","2147.6496818326914","2147.6496818326914","2147.6496818326914","2162.051584237567","2162.051584237567","2162.051584237567","2162.259430168536","2162.259430168536","2162.259430168536"
"251463","2154.67148877766","2154.67148877766","2154.67148877766","2154.830516744575","2154.830516744575","2154.830516744575","2153.3388084240746","2153.3388084240746","2153.3388084240746"
"252232","2162.169446332764","2162.169446332764","2162.169446332764","2160.353062207616","2160.353062207616","2160.353062207616","2146.610086444335","2146.610086444335","2146.610086444335"
"253001","2160.226639688353","2160.226639688353","2160.226639688353","2151.7900442213027","2151.7900442213027","2151.7900442213027","2153.3698627778817","2153.3698627778817","2153.3698627778817"
"253770","2153.061027293858","2153.061027293858","2153.061027293858","2149.831226144257","2149.831226144257","2149.831226144257","2148.2726946247026","2148.2726946247026","2148.2726946247026"
"254539","2153.1017345971645","2153.1017345971645","2153.1017345971645","2166.5757592631353","2166.5757592631353","2166.5757592631353","2155.8789195551735","2155.8789195551735","2155.8789195551735"
"255308","2159.5465332107865","2159.5465332107865","2159.5465332107865","2157.9622476680966","2157.9622476680966","2157.9622476680966","2149.8592488446866","2149.8592488446866","2149.8592488446866"
"256077","2153.9818953483273","2153.9818953483273","2153.9818953483273","2155.767109867309","2155.767109867309","2155.767109867309","2148.449466762497","2148.449466762497","2148.449466762497"
"256846","2162.277731034411","2162.277731034411","2162.277731034411","2157.0228484420627","2157.0228484420627","2157.0228484420627","2140.607706959817","2140.607706959817","2140.607706959817"
"257615","2155.421886037972","2155.421886037972","2155.421886037972","2160.356649493878","2160.356649493878","2160.356649493878","2155.891400162842","2155.891400162842","2155.891400162842"
"258384","2165.8754871676106","2165.8754871676106","2165.8754871676106","2161.491868381282","2161.491868381282","2161.491868381282","2156.7273095291694","2156.7273095291694","2156.7273095291694"
"259153","2161.1807649780094","2161.1807649780094","2161.1807649780094","2156.974782336295","2156.974782336295","2156.974782336295","2157.6575654816415","2157.6575654816415","2157.6575654816415"
"259922","2152.3047740169777","2152.3047740169777","2152.3047740169777","2166.3444541738877","2166.3444541738877","2166.3444541738877","2153.9297275854087","2153.9297275854087","2153.9297275854087"
"260691","2158.077264857469","2158.077264857469","2158.077264857469","2154.3475661871894","2154.3475661871894","2154.3475661871894","2160.3114313075494","2160.3114313075494","2160.3114313075494"
"261460","2159.9505364456213","2159.9505364456213","2159.9505364456213","2164.9416435849375","2164.9416435849375","2164.9416435849375","2158.0954622072754","2158.0954622072754","2158.0954622072754"
"262229","2164.9174846754113","2164.9174846754113","2164.9174846754113","2158.6243676962467","2158.6243676962467","2158.6243676962467","2162.064080794659","2162.064080794659","2162.064080794659"
"262998","2166.2664148544886","2166.2664148544886","2166.2664148544886","2168.8474878579013","2168.8474878579013","2168.8474878579013","2144.8938474453394","2144.8938474453394","2144.8938474453394"
"263767","2157.8837205542745","2157.8837205542745","2157.8837205542745","2162.3630098053786","2162.3630098053786","2162.3630098053786","2152.0689644041763","2152.0689644041763","2152.0689644041763"
"264536","2162.0456916901844","2162.0456916901844","2162.0456916901844","2164.4331730810322","2164.4331730810322","2164.4331730810322","2153.7927485052473","2153.7927485052473","2153.7927485052473"
"265305","2155.7995098212837","2155.7995098212837","2155.7995098212837","2167.400210422411","2167.400210422411","2167.400210422411","2159.0031619390898","2159.0031619390898","2159.0031619390898"
"266074","2158.58857157128","2158.58857157128","2158.58857157128","2166.8522263347195","2166.8522263347195","2166.8522263347195","2134.222144936068","2134.222144936068","2134.222144936068"
"266843","2165.1525050036275","2165.1525050036275","2165.1525050036275","2156.744091763501","2156.744091763501","2156.744091763501","2149.50994217856","2149.50994217856","2149.50994217856"
"267612","2159.095391769337","2159.095391769337","2159.095391769337","2163.5242117670186","2163.5242117670186","2163.5242117670186","2160.158250446829","2160.158250446829","2160.158250446829"
"268381","2167.364331092421","2167.364331092421","2167.364331092421","2173.218876543363","2173.218876543363","2173.218876543363","2159.0154834127197","2159.0154834127197","2159.0154834127197"
"269150","2162.3882936799514","2162.3882936799514","2162.3882936799514","2162.298524611745","2162.298524611745","2162.298524611745","2149.2463636748075","2149.2463636748075","2149.2463636748075"
"269919","2147.410424074566","2147.410424074566","2147.410424074566","2147.633998503594","2147.633998503594","2147.633998503594","2162.699835927445","2162.699835927445","2162.699835927445"
"270688","2162.6444858067784","2162.6444858067784","2162.6444858067784","2161.002170836032","2161.002170836032","2161.002170836032","2165.6264827061323","2165.6264827061323","2165.6264827061323"
"271457","2161.8190735701533","2161.8190735701533","2161.8190735701533","2170.941430772466","2170.941430772466","2170.941430772466","2150.8949297149866","2150.8949297149866","2150.8949297149866"
"272226","2167.3775532499417","2167.3775532499417","2167.3775532499417","2168.3748456773296","2168.3748456773296","2168.3748456773296","2168.0810835973602","2168.0810835973602","2168.0810835973602"
"272995","2163.5527841340054","2163.5527841340054","2163.5527841340054","2159.016418564039","2159.016418564039","2159.016418564039","2159.6640104644284","2159.6640104644284","2159.6640104644284"
"273764","2167.200697916473","2167.200697916473","2167.200697916473","2163.8087583417723","2163.8087583417723","2163.8087583417723","2153.2114026435565","2153.2114026435565","2153.2114026435565"
"274533","2166.4679946075216","2166.4679946075216","2166.4679946075216","2165.2913143652318","2165.2913143652318","2165.2913143652318","2166.1645476803274","2166.1645476803274","2166.1645476803274"
"275302","2163.017331519956","2163.017331519956","2163.017331519956","2165.703849933418","2165.703849933418","2165.703849933418","2152.8198376253754","2152.8198376253754","2152.8198376253754"
"276071","2163.902418509573","2163.902418509573","2163.902418509573","2159.710183491537","2159.710183491537","2159.710183491537","2156.1537498984667","2156.1537498984667","2156.1537498984667"
"276840","2163.160693632291","2163.160693632291","2163.160693632291","2162.451019362985","2162.451019362985","2162.451019362985","2151.9177697076725","2151.9177697076725","2151.9177697076725"
"277609","2164.4917571242913","2164.4917571242913","2164.4917571242913","2166.973268023284","2166.973268023284","2166.973268023284","2150.0446169774964","2150.0446169774964","2150.0446169774964"
"278378","2158.9008859335436","2158.9008859335436","2158.9008859335436","2170.5972890144267","2170.5972890144267","2170.5972890144267","2154.229989054846","2154.229989054846","2154.229989054846"
"279147","2156.9455403092375","2156.9455403092375","2156.9455403092375","2158.17821882689","2158.17821882689","2158.17821882689","2165.375974796125","2165.375974796125","2165.375974796125"
"279916","2169.672574962987","2169.672574962987","2169.672574962987","2163.62115360848","2163.62115360848","2163.62115360848","2162.9469333157604","2162.9469333157604","2162.9469333157604"
"280685","2165.8407025322836","2165.8407025322836","2165.8407025322836","2152.4911289766155","2152.4911289766155","2152.4911289766155","2170.539000411874","2170.539000411874","2170.539000411874"
"281454","2156.206355087545","2156.206355087545","2156.206355087545","2161.8930664378354","2161.8930664378354","2161.8930664378354","2168.5250494607776","2168.5250494607776","2168.5250494607776"
"282223","2173.360887402098","2173.360887402098","2173.360887402098","2165.4345632508193","2165.4345632508193","2165.4345632508193","2160.526366141269","2160.526366141269","2160.526366141269"
"282992","2159.6142933075575","2159.6142933075575","2159.6142933075575","2166.8829920855424","2166.8829920855424","2166.8829920855424","2155.231563000995","2155.231563000995","2155.231563000995"
"283761","2167.102880783467","2167.102880783467","2167.102880783467","2170.7163447325224","2170.7163447325224","2170.7163447325224","2172.9648946583775","2172.9648946583775","2172.9648946583775"
"284530","2167.709666223892","2167.709666223892","2167.709666223892","2158.4211053360423","2158.4211053360423","2158.4211053360423","2160.9651934358467","2160.9651934358467","2160.9651934358467"
"285299","2170.553924998075","2170.553924998075","2170.553924998075","2171.188498655762","2171.188498655762","2171.188498655762","2167.540435030069","2167.540435030069","2167.540435030069"
"286068","2168.3848431642496","2168.3848431642496","2168.3848431642496","2155.2528674117216","2155.2528674117216","2155.2528674117216","2164.7816416131823","2164.7816416131823","2164.7816416131823"
"286837","2170.541269108092","2170.541269108092","2170.541269108092","2161.9195590804225","2161.9195590804225","2161.9195590804225","2155.660686507824","2155.660686507824","2155.660686507824"
"287606","2174.8101127568425","2174.8101127568425","2174.8101127568425","2162.0617919468327","2162.0617919468327","2162.0617919468327","2165.37052604471","2165.37052604471","2165.37052604471"
"288375","2175.7383273778723","2175.7383273778723","2175.7383273778723","2150.3904243766137","2150.3904243766137","2150.3904243766137","2166.95248766293","2166.95248766293","2166.95248766293"
"289144","2158.006376602289","2158.006376602289","2158.006376602289","2176.4327727936834","2176.4327727936834","2176.4327727936834","2164.002732634925","2164.002732634925","2164.002732634925"
"289913","2160.214894022996","2160.214894022996","2160.214894022996","2166.2501652826927","2166.2501652826927","2166.2501652826927","2159.3764775752757","2159.3764775752757","2159.3764775752757"
"290682","2171.5097569101567","2171.5097569101567","2171.5097569101567","2168.1033684117133","2168.1033684117133","2168.1033684117133","2165.77821051603","2165.77821051603","2165.77821051603"
"291451","2165.2741970517004","2165.2741970517004","2165.2741970517004","2161.822476745603","2161.822476745603","2161.822476745603","2165.7545205592764","2165.7545205592764","2165.7545205592764"
"292220","2164.810571283425","2164.810571283425","2164.810571283425","2165.9823930152743","2165.9823930152743","2165.9823930152743","2167.5353285074566","2167.5353285074566","2167.5353285074566"
"292989","2159.5109184951693","2159.5109184951693","2159.5109184951693","2169.454322699217","2169.454322699217","2169.454322699217","2162.677762856182","2162.677762856182","2162.677762856182"
"293758","2163.704407814369","2163.704407814369","2163.704407814369","2174.663650549293","2174.663650549293","2174.663650549293","2158.9274092308133","2158.9274092308133","2158.9274092308133"
"294527","2173.4661709343904","2173.4661709343904","2173.4661709343904","2169.1627178384456","2169.1627178384456","2169.1627178384456","2166.701389385234","2166.701389385234","2166.701389385234"
"295296","2175.7169939064725","2175.7169939064725","2175.7169939064725","2165.706969328768","2165.706969328768","2165.706969328768","2166.682111188686","2166.682111188686","2166.682111188686"
"296065","2167.920404884085","2167.920404884085","2167.920404884085","2178.496008323468","2178.496008323468","2178.496008323468","2160.150249734768","2160.150249734768","2160.150249734768"
"296834","2165.417666489716","2165.417666489716","2165.417666489716","2179.8453777168443","2179.8453777168443","2179.8453777168443","2168.1314734272955","2168.1314734272955","2168.1314734272955"
"297603","2176.483293915978","2176.483293915978","2176.483293915978","2160.1212329921386","2160.1212329921386","2160.1212329921386","2163.539597382607","2163.539597382607","2163.539597382607"
"298372","2168.1084985929633","2168.1084985929633","2168.1084985929633","2161.3223573849523","2161.3223573849523","2161.3223573849523","2151.3188528543196","2151.3188528543196","2151.3188528543196"
"299141","2167.909567674463","2167.909567674463","2167.909567674463","2164.2408653701414","2164.2408653701414","2164.2408653701414","2158.982227743974","2158.982227743974","2158.982227743974"
"299910","2162.2621273910704","2162.2621273910704","2162.2621273910704","2172.9762495868563","2172.9762495868563","2172.9762495868563","2157.0546829786003","2157.0546829786003","2157.0546829786003"
"300679","2173.976669109808","2173.976669109808","2173.976669109808","2167.1499002864707","2167.1499002864707","2167.1499002864707","2156.079548137924","2156.079548137924","2156.079548137924"
"301448","2161.7308775954525","2161.7308775954525","2161.7308775954525","2164.8114677755825","2164.8114677755825","2164.8114677755825","2174.204633066962","2174.204633066962","2174.204633066962"
"302217","2173.0683923460397","2173.0683923460397","2173.0683923460397","2178.2594950697444","2178.2594950697444","2178.2594950697444","2167.9521302151265","2167.9521302151265","2167.9521302151265"
"302986","2165.4582283798845","2165.4582283798845","2165.4582283798845","2163.654002554454","2163.654002554454","2163.654002554454","2165.898369358014","2165.898369358014","2165.898369358014"
"303755","2156.892056430909","2156.892056430909","2156.892056430909","2162.617790743235","2162.617790743235","2162.617790743235","2164.600937061592","2164.600937061592","2164.600937061592"
"304524","2164.3672833406563","2164.3672833406563","2164.3672833406563","2175.0855534500415","2175.0855534500415","2175.0855534500415","2159.744622494971","2159.744622494971","2159.744622494971"
"305293","2173.2091271569952","2173.2091271569952","2173.2091271569952","2168.239916804694","2168.239916804694","2168.239916804694","2166.847554570134","2166.847554570134","2166.847554570134"
"306062","2165.8591815800287","2165.8591815800287","2165.8591815800287","2174.8988735250373","2174.8988735250373","2174.8988735250373","2170.398896725387","2170.398896725387","2170.398896725387"
"306831","2168.5979024381295","2168.5979024381295","2168.5979024381295","2163.805604784123","2163.805604784123","2163.805604784123","2169.797997329561","2169.797997329561","2169.797997329561"
"307600","2170.100117053482","2170.100117053482","2170.100117053482","2167.6690660837025","2167.6690660837025","2167.6690660837025","2172.1391837121014","2172.1391837121014","2172.1391837121014"
"308369","2172.108450927695","2172.108450927695","2172.108450927695","2168.3301027128723","2168.3301027128723","2168.3301027128723","2163.53030805406","2163.53030805406","2163.53030805406"
"309138","2169.8970802909867","2169.8970802909867","2169.8970802909867","2165.9403984773276","2165.9403984773276","2165.9403984773276","2158.1481695411044","2158.1481695411044","2158.1481695411044"
"309907","2168.189356471438","2168.189356471438","2168.189356471438","2176.9656506635015","2176.9656506635015","2176.9656506635015","2153.6254540471427","2153.6254540471427","2153.6254540471427"
"310676","2162.7030828502875","2162.7030828502875","2162.7030828502875","2168.3856060568064","2168.3856060568064","2168.3856060568064","2167.2741757065","2167.2741757065","2167.2741757065"
"311445","2167.7614910524253","2167.7614910524253","2167.7614910524253","2177.745477391897","2177.745477391897","2177.745477391897","2158.161870142281","2158.161870142281","2158.161870142281"
"312214","2164.3151403125175","2164.3151403125175","2164.3151403125175","2172.0366020298","2172.0366020298","2172.0366020298","2168.596432277397","2168.596432277397","2168.596432277397"
"312983","2167.678603736314","2167.678603736314","2167.678603736314","2176.407209607964","2176.407209607964","2176.407209607964","2169.6746021667022","2169.6746021667022","2169.6746021667022"
"313752","2163.979955168314","2163.979955168314","2163.979955168314","2178.541272169729","2178.541272169729","2178.541272169729","2174.8841563597275","2174.8841563597275","2174.8841563597275"
"314521","2167.644988304527","2167.644988304527","2167.644988304527","2168.658028601691","2168.658028601691","2168.658028601691","2165.776290988434","2165.776290988434","2165.776290988434"
"315290","2157.808986802906","2157.808986802906","2157.808986802906","2143.9293400210477","2143.9293400210477","2143.9293400210477","2168.5873918081766","2168.5873918081766","2168.5873918081766"
